,mu,quantized_mu,changed,timestamp,average_util,parameter,delta_latency
0,0.6884472642762682,0.66,0,2022-12-13 20:44:23.787454,0.6386894999999999,0.03,0.9777967129600004
0,0.6719430875289671,0.66,0,2022-12-13 20:44:25.813200,0.6632468,0.03,0.25454628428800063
0,0.6537964554600343,0.66,0,2022-12-13 20:44:31.843271,0.6749720000000001,0.03,-1.2236704849919995
0,0.6345819185025541,0.66,0,2022-12-13 20:44:35.941262,0.6569797,0.03,-1.3727572687359997
0,0.5996325016551826,0.66,0,2022-12-13 20:44:40.034256,0.6180087000000001,0.03,-0.9481425189273593
0,0.6606759754214546,0.66,0,2022-12-13 20:44:42.137678,0.681241,0.03,-1.1567738078842877
0,0.6596787763013958,0.66,0,2022-12-13 20:44:44.190241,0.6826103,0.03,-1.445552441049088
0,0.6235760328371852,0.66,0,2022-12-13 20:44:46.223328,0.6462056,0.03,-1.4037209475809282
0,0.6527918776170348,0.66,0,2022-12-13 20:45:04.260138,0.6823275000000001,0.03,-4.16825460958167
0,0.6455579482192039,0.66,0,2022-12-13 20:45:06.317416,0.6743953,0.03,-3.2504970309198646
0,0.6571461803325669,0.66,0,2022-12-13 20:45:10.374410,0.6858664,0.03,-3.15450893364034
0,0.6428237055394957,0.66,0,2022-12-13 20:45:12.398265,0.671851,0.03,-3.42887125581672
0,0.6886794834235381,0.66,0,2022-12-13 20:45:14.425358,0.7176108999999999,0.03,-3.334863513557824
0,0.6823132433122476,0.66,0,2022-12-13 20:45:16.453172,0.7107668,0.03,-2.965239724705014
0,0.6785537228016713,0.66,0,2022-12-13 20:45:18.501315,0.7073364,0.03,-3.2045433590550942
0,0.6501984393726145,0.66,0,2022-12-13 20:45:20.537026,0.6733898,0.03,-1.4830050799044523
0,0.6188315357139059,0.66,0,2022-12-13 20:45:22.695598,0.6424538,0.03,-1.5483842510752082
0,0.6216621011334369,0.66,0,2022-12-13 20:45:24.754071,0.6281468,0.03,-0.24354606033238912
0,0.6088702930926846,0.66,0,2022-12-13 20:45:26.848868,0.6332949,0.03,-1.6828345569031022
0,0.5463596585770563,0.66,0,2022-12-13 20:45:28.971966,0.5717340999999999,0.03,-1.8696002445726894
0,0.5409108584356278,0.66,0,2022-12-13 20:45:31.028607,0.568894,0.03,-2.699656310761661
0,0.5380567947003064,0.66,0,2022-12-13 20:45:33.143414,0.5666878000000001,0.03,-3.087120706578542
0,0.5655312332148382,0.66,0,2022-12-13 20:45:35.232322,0.594041,0.03,-3.0022647539271663
0,0.5603474346651252,0.66,0,2022-12-13 20:45:37.318322,0.5896736,0.03,-3.7959678837926067
0,0.5780571137148579,0.66,0,2022-12-13 20:45:47.373581,0.6075703,0.03,-4.1210711264316515
0,0.6035737967930603,0.66,0,2022-12-13 20:45:49.399757,0.6329520000000001,0.03,-3.8763393205428893
0,0.6201194789819874,0.66,0,2022-12-13 20:45:51.431298,0.6497218,0.03,-4.323307558739932
0,0.6531391748197648,0.66,0,2022-12-13 20:45:53.476847,0.6825122,0.03,-3.8680462806825204
0,0.6620548387787052,0.66,0,2022-12-13 20:45:55.541169,0.69142,0.03,-3.8555815857904827
0,0.6723456454059995,0.66,0,2022-12-13 20:45:57.568604,0.7018662000000001,0.03,-4.136322628904365
0,0.6746628063440723,0.66,0,2022-12-13 20:45:59.633240,0.7034695,0.03,-3.224469486872588
0,0.6989290078339175,0.66,0,2022-12-13 20:46:01.736334,0.7279924,0.03,-3.466687999721511
0,0.6874110872529575,0.66,0,2022-12-13 20:46:03.765145,0.7151845000000001,0.03,-2.600727348257209
0,0.6851292673513192,0.66,0,2022-12-13 20:46:05.831743,0.7136931,0.03,-3.0392193779105185
0,0.7044830153928962,0.66,0,2022-12-13 20:46:07.908825,0.7315516,0.03,-2.325712006025718
0,0.7231197795747152,0.66,0,2022-12-13 20:46:09.982146,0.7486944,0.03,-1.9138413272844708
0,0.7187293690895329,0.66,0,2022-12-13 20:46:12.077590,0.7265114999999999,0.03,-0.300300502610495
0,0.6905289247854189,0.66,0,2022-12-13 20:46:14.197360,0.7032484,0.03,-0.5516172492208308
0,0.8119203041606485,0.66,0,2022-12-13 20:46:16.254341,0.673492,0.03,1.725312782986192
0,0.6387146680420663,0.66,0,2022-12-13 20:46:18.394894,0.6598787999999999,0.03,-1.222378030341373
0,0.6314060739786033,0.66,0,2022-12-13 20:46:20.489409,0.6518843999999999,0.03,-1.147626710228002
0,0.6136427684552787,0.66,0,2022-12-13 20:46:22.539246,0.6420177,0.03,-2.9156474404424024
0,0.6206243224047057,0.66,0,2022-12-13 20:46:24.565328,0.6496383,0.03,-3.4152735834745984
0,0.6734814790644003,0.66,0,2022-12-13 20:46:26.651342,0.7020489000000001,0.03,-3.041721020279965
0,0.6735748117601097,0.66,0,2022-12-13 20:46:28.770120,0.7013723,0.03,-2.6115989634113377
0,0.6855892271482074,0.66,0,2022-12-13 20:46:30.857305,0.7133459999999999,0.03,-2.5932818614310116
0,0.6640269854925763,0.66,0,2022-12-13 20:46:32.947740,0.6896978,0.03,-1.9358179652923329
0,0.6747948760738075,0.66,0,2022-12-13 20:46:35.064939,0.6999542,0.03,-1.8241429860176215
0,0.6744651176314512,0.66,0,2022-12-13 20:46:37.153590,0.7005064000000001,0.03,-2.0252772392818055
0,0.6570871829497261,0.66,0,2022-12-13 20:46:39.243792,0.6855154,0.03,-2.948986769881335
0,0.6747586946321557,0.66,0,2022-12-13 20:46:41.311856,0.7014318000000002,0.03,-2.1991580556547006
0,0.7061834620325126,0.66,0,2022-12-13 20:46:43.340013,0.7338731000000001,0.03,-2.5637931453769944
0,0.739554928884617,0.66,0,2022-12-13 20:46:45.424511,0.7668782,0.03,-2.4166018980774617
0,0.7469660983609404,0.66,0,2022-12-13 20:46:47.491653,0.7742407,0.03,-2.3985827767302323
0,0.7612747870842581,0.66,0,2022-12-13 20:46:51.517498,0.7887895,0.03,-2.490809201921872
0,0.7243158383888736,0.66,0,2022-12-13 20:46:57.547575,0.7489375,0.03,-1.7188179048440884
0,0.6768892858199378,0.66,0,2022-12-13 20:46:59.585388,0.7042004000000001,0.03,-2.412070467181862
0,0.690126517404188,0.66,0,2022-12-13 20:47:01.617956,0.7148293,0.03,-1.7340157170520805
0,0.6625130012046518,0.66,0,2022-12-13 20:47:05.653484,0.6852015,0.03,-1.4117487658311365
0,0.7403479524147683,0.66,0,2022-12-13 20:47:07.713677,0.7653393000000001,0.03,-1.79003048183494
0,0.7116034497927406,0.66,0,2022-12-13 20:47:09.784814,0.7336866000000001,0.03,-1.332204008402551
0,0.7349971521265025,0.66,0,2022-12-13 20:47:11.853942,0.7626274000000002,0.03,-2.5384120199585194
0,0.738814061504757,0.66,0,2022-12-13 20:47:13.902980,0.7663483000000001,0.03,-2.4986966949964975
0,0.697651742711063,0.66,0,2022-12-13 20:47:15.931755,0.7262045,0.03,-3.0315372141028023
0,0.6850443323460486,0.66,0,2022-12-13 20:47:19.962549,0.7124268,0.03,-2.4389653603642887
0,0.682451906266282,0.66,0,2022-12-13 20:47:22.050101,0.7079717999999999,0.03,-1.9015506153643333
0,0.6749465303716808,0.66,0,2022-12-13 20:47:24.133330,0.7003659,0.03,-1.8793607572688138
0,0.6497962593780926,0.66,0,2022-12-13 20:47:26.179874,0.6765623,0.03,-2.2274901814727395
0,0.6815843651328584,0.66,0,2022-12-13 20:47:28.279133,0.7091943,0.03,-2.529876763848093
0,0.6601721728738956,0.66,0,2022-12-13 20:47:30.324947,0.6863614,0.03,-2.06336535905479
0,0.6852768457460654,0.66,0,2022-12-13 20:47:32.371431,0.7124258,0.03,-2.353511526239393
0,0.6914296108397412,0.66,0,2022-12-13 20:47:34.399065,0.7187338999999999,0.03,-2.4095354496532044
0,0.6943881337841837,0.66,0,2022-12-13 20:47:36.445195,0.7194170999999999,0.03,-1.7975695583176656
0,0.6958491006853328,0.66,0,2022-12-13 20:47:38.492588,0.7173687999999999,0.03,-1.2634514743109273
0,0.7162943218589517,0.66,0,2022-12-13 20:47:40.521323,0.7416264,0.03,-1.8604834071055367
0,0.7455935661650706,0.66,0,2022-12-13 20:47:42.546292,0.767221,0.03,-1.2762369533412246
0,0.6963844370095562,0.66,0,2022-12-13 20:47:44.570091,0.7194666,0.03,-1.4670942317664086
0,0.7107506774619591,0.66,0,2022-12-13 20:47:46.654368,0.7334538000000002,0.03,-1.4137508699539119
0,0.7032869677753858,0.66,0,2022-12-13 20:47:48.722100,0.7309278000000001,0.03,-2.5428884623643158
0,0.7169807839797455,0.66,0,2022-12-13 20:47:50.786307,0.7447801000000001,0.03,-2.612429169732964
0,0.6931361276014445,0.66,0,2022-12-13 20:47:52.828919,0.7211230000000001,0.03,-2.7015078483177852
0,0.6805300127937663,0.66,0,2022-12-13 20:47:54.875530,0.7078401,0.03,-2.411688607248125
0,0.675832730317449,0.66,0,2022-12-13 20:47:56.924515,0.7029387999999999,0.03,-2.338581832025704
0,0.6592750025320832,0.66,0,2022-12-13 20:47:59.023731,0.686914,0.03,-2.542111051097209
0,0.658328430076053,0.66,0,2022-12-13 20:48:01.072740,0.6820663,0.03,-1.566676986687995
0,0.6805790636002887,0.66,0,2022-12-13 20:48:03.137176,0.70758,0.03,-2.30289727495486
0,0.6825777854056034,0.66,0,2022-12-13 20:48:05.164903,0.7062425999999999,0.03,-1.5550783014501481
0,0.6616824615354029,0.66,0,2022-12-13 20:48:07.229496,0.6865395999999999,0.03,-1.763587738155585
0,0.7014586703296545,0.66,0,2022-12-13 20:48:09.284442,0.7241538000000001,0.03,-1.4126560875199339
0,0.6451843767811465,0.66,0,2022-12-13 20:48:11.335028,0.6715931,0.03,-2.12268959304579
0,0.6338473541692973,0.66,0,2022-12-13 20:48:15.401169,0.6611625,0.03,-2.4135709682872366
0,0.6058181643437125,0.66,0,2022-12-13 20:48:19.427260,0.6329859000000001,0.03,-2.3601208684803945
0,0.7439097255739489,0.66,1,2022-12-13 21:00:35.823796,0.7404700000000001,0.03,0.10854719999999997
0,0.6429081637694268,0.66,0,2022-12-13 21:00:38.364972,0.6532718000000001,0.03,-0.4238142400000002
0,0.6319888146169302,0.66,0,2022-12-13 21:00:40.426281,0.6042172857142857,0.03,0.6552986931200008
0,1,1.0,1,2022-12-13 21:00:42.643959,0.574236625,0.03,3.1016645544960006
0,1,1.0,0,2022-12-13 21:00:44.754333,0.556061,0.03,4.8577854035968
0,1,1.0,0,2022-12-13 21:00:46.840948,0.5111272,0.03,5.095950875596801
0,1,1.0,0,2022-12-13 21:00:48.931085,0.4795831,0.03,6.916191675596802
0,1,1.0,0,2022-12-13 21:00:50.993104,0.4385313999999999,0.03,3.5917480483819535
0,1,1.0,0,2022-12-13 21:00:53.125255,0.4250149,0.03,5.351778377521564
0,0.5170328250161692,0.66,1,2022-12-13 21:00:55.219671,0.43559080000000006,0.03,1.3123071190025994
0,0.4155441595925329,0.33,1,2022-12-13 21:00:57.315619,0.44493980000000005,0.03,-3.904783287985536
0,0.4329962374259006,0.33,0,2022-12-13 21:00:59.469286,0.46249650000000003,0.03,-4.09486984835963
0,0.44740357369331113,0.33,0,2022-12-13 21:01:01.509126,0.47520100000000004,0.03,-2.6115708444556303
0,0.45364023411548987,0.33,0,2022-12-13 21:01:03.641264,0.4820609,0.03,-2.94419406934907
0,0.4580077817099104,0.33,0,2022-12-13 21:01:05.719317,0.4787631,0.03,-1.1771489457650697
0,0.42377918170991036,0.33,0,2022-12-13 21:01:07.772377,0.44453449999999994,0.03,-1.1771489457650697
0,0.46186899820741734,0.33,0,2022-12-13 21:01:09.814722,0.4222639,0.03,0.8416404331021312
0,0.4667865366291727,0.33,0,2022-12-13 21:01:11.912540,0.40546319999999997,0.03,1.11320897710213
0,0.48667216337088487,0.33,0,2022-12-13 21:01:13.955230,0.3742973,0.03,1.5572660804621308
0,0.35225646470006383,0.33,0,2022-12-13 21:01:16.008823,0.36696500000000004,0.03,-0.6739025716680092
0,0.33930584595355395,0.33,0,2022-12-13 21:01:18.204636,0.3581011,0.03,-0.984859947262994
0,0.39863538561176287,0.33,0,2022-12-13 21:01:20.411813,0.4161608,0.03,-0.8775039580702433
0,0.44455071296831944,0.33,0,2022-12-13 21:01:22.510766,0.46485370000000004,0.03,-1.1293794849868812
0,0.5194605119793967,0.66,1,2022-12-13 21:01:24.595269,0.5389209,0.03,-1.0460566533255873
0,0.5411001560416285,0.66,0,2022-12-13 21:01:26.621196,0.5604840999999999,0.03,-1.0388298056683534
0,0.620762321928862,0.66,0,2022-12-13 21:01:30.653232,0.6365643000000001,0.03,-0.748094727542566
0,0.651425310777321,0.66,0,2022-12-13 21:01:34.679903,0.6541363,0.03,-0.09471329613972079
0,0.6627773273680462,0.66,0,2022-12-13 21:01:36.746949,0.6713344,0.03,-0.33580251709125464
0,0.7520136694914038,0.66,0,2022-12-13 21:01:38.773217,0.7601361000000001,0.03,-0.3157354938524817
0,0.7710525125230028,0.66,0,2022-12-13 21:01:40.811344,0.7746829,0.03,-0.12898507526146363
0,0.8193352742424389,0.66,0,2022-12-13 21:01:42.838380,0.8229043,0.03,-0.12666079249039752
0,0.8035205778191857,0.66,0,2022-12-13 21:01:44.893241,0.8007442000000001,0.03,0.08851068582820387
0,0.8048865654710999,0.66,0,2022-12-13 21:01:46.937713,0.7966262000000001,0.03,0.24321713460699002
0,0.7286067841771474,0.66,0,2022-12-13 21:01:50.993080,0.7214626,0.03,0.21360982750611357
0,0.7366541306142113,0.66,0,2022-12-13 21:01:53.027611,0.7303023,0.03,0.1920471818254128
0,0.7225522215466473,0.66,0,2022-12-13 21:01:55.054792,0.7274159,0.03,-0.17688350795479635
0,0.7761675812918414,0.66,0,2022-12-13 21:01:57.101231,0.7612545,0.03,0.4035317134566849
0,0.7313337942336956,0.66,0,2022-12-13 21:02:01.131337,0.7389723,0.03,-0.29385690941413034
0,0.7018438060263937,0.66,0,2022-12-13 21:02:05.160493,0.7066948,0.03,-0.1763790077107823
0,0.6961473149128831,0.66,0,2022-12-13 21:02:07.186608,0.6986402,0.03,-0.08675268634810407
0,0.6463704785188917,0.66,0,2022-12-13 21:02:09.212450,0.6483283,0.03,-0.06748762925796137
0,0.667667574332534,0.66,0,2022-12-13 21:02:13.240271,0.6334077,0.03,0.7617380164141523
0,0.6573925331953222,0.66,0,2022-12-13 21:02:15.269059,0.6506902,0.03,0.20164294618199663
0,0.7318874744596109,0.66,0,2022-12-13 21:02:19.316765,0.7243954,0.03,0.22293218123341707
0,0.7541811944342486,0.66,0,2022-12-13 21:02:21.364386,0.7260886000000001,0.03,0.6608408116663262
0,0.765513577419589,0.66,0,2022-12-13 21:02:23.413416,0.7676778,0.03,-0.07487523084641712
0,0.7145935436341184,0.66,0,2022-12-13 21:02:25.441129,0.7076778000000001,0.03,0.207440735143388
0,0.7419095059604112,0.66,0,2022-12-13 21:02:27.473362,0.7423579,0.03,-0.01505929206476786
0,0.781848676023618,0.66,0,2022-12-13 21:02:29.501210,0.7589913,0.03,0.5663998861687076
0,0.766522875865237,0.66,0,2022-12-13 21:02:31.526622,0.7599888000000001,0.03,0.1970480287554881
0,0.7580833139585385,0.66,0,2022-12-13 21:02:33.551953,0.7599888000000001,0.03,-0.06562305717508754
0,0.7697591803555293,0.66,0,2022-12-13 21:02:35.580419,0.7700429,0.03,-0.00950232591954836
0,0.7121654260799422,0.66,0,2022-12-13 21:02:39.606970,0.7120444000000001,0.03,0.004026087088428332
0,0.7023200067906964,0.66,0,2022-12-13 21:02:43.652888,0.6995185,0.03,0.08927707141353358
0,0.7322909601396365,0.66,0,2022-12-13 21:02:45.700971,0.6919770000000001,0.03,0.8517729769513489
0,0.6810436570261653,0.66,0,2022-12-13 21:02:47.726754,0.6820541,0.03,-0.03426171907419717
0,0.6994130845050004,0.66,0,2022-12-13 21:02:51.772248,0.69686,0.03,0.08167474456116386
0,0.7501691665318903,0.66,0,2022-12-13 21:02:55.800893,0.7452672,0.03,0.15134579357738898
0,0.7913835690066943,0.66,0,2022-12-13 21:02:57.873770,0.7629273000000001,0.03,0.6670815546824336
0,0.7668599556053384,0.66,0,2022-12-13 21:02:59.897804,0.7632629000000001,0.03,0.1132410506736965
0,0.7852147990262628,0.66,0,2022-12-13 21:03:01.953604,0.7538241,0.03,0.7160609603594794
0,0.7914738585267491,0.66,0,2022-12-13 21:03:03.982474,0.784002,0.03,0.22239283030700596
0,0.8008139064924107,0.66,0,2022-12-13 21:03:06.065072,0.7687209000000002,0.03,0.7274359840661269
0,0.7428057776122502,0.66,0,2022-12-13 21:03:08.096471,0.7401495,0.03,0.08483972547926011
0,0.7982681578613287,0.66,0,2022-12-13 21:03:10.149639,0.7719229000000001,0.03,0.63030070020393
0,0.7793571625870537,0.66,0,2022-12-13 21:03:12.225205,0.7757216999999998,0.03,0.11438356286648532
0,0.8016634388681158,0.66,0,2022-12-13 21:03:14.292868,0.7669577999999999,0.03,0.7686509701137101
0,0.7732190422114397,0.66,0,2022-12-13 21:03:16.321233,0.7731020999999999,0.03,0.003890495911489822
0,0.7729203000885105,0.66,0,2022-12-13 21:03:18.349140,0.7760848999999999,0.03,-0.11147546693970711
0,0.7531241480704307,0.66,0,2022-12-13 21:03:20.396761,0.7543998,0.03,-0.04345225373124384
0,0.7732652870024201,0.66,0,2022-12-13 21:03:22.425084,0.7439446,0.03,0.6817607168355269
0,0.7646685940938264,0.66,0,2022-12-13 21:03:26.456879,0.7655721000000001,0.03,-0.030579692618136756
0,0.7210100446008715,0.66,0,2022-12-13 21:03:30.527611,0.7205831,0.03,0.014131169741587568
0,0.750227236314683,0.66,0,2022-12-13 21:03:32.599153,0.7530154,0.03,-0.09754534438620799
0,0.7772385159899368,0.66,0,2022-12-13 21:03:34.624768,0.7718244999999999,0.03,0.1659102920363349
0,0.7693488385478802,0.66,0,2022-12-13 21:03:36.689864,0.7723766,0.03,-0.10638924655041015
0,0.7594375454841726,0.66,0,2022-12-13 21:03:38.717690,0.7605188999999999,0.03,-0.03671082211532317
0,0.8011535904839953,0.66,0,2022-12-13 21:03:40.764421,0.804093,0.03,-0.10311893787173676
0,0.836105982934718,1.0,1,2022-12-13 21:03:42.807533,0.8324434999999999,0.03,0.11518656952313244
0,0.7675523532783264,0.66,1,2022-12-13 21:03:46.839161,0.7678787,0.03,-0.01093782456097192
0,0.7376955519986371,0.66,0,2022-12-13 21:03:48.879884,0.7293511999999999,0.03,0.24540986017174427
0,0.7407232499455122,0.66,0,2022-12-13 21:03:50.917308,0.7315734,0.03,0.2661992079579172
0,0.7352045632529861,0.66,0,2022-12-13 21:03:52.955883,0.7248587,0.03,0.29629148618685575
0,0.7612385705743951,0.66,0,2022-12-13 21:03:54.983221,0.7214978000000001,0.03,0.8435877087700068
0,0.69287476713044,0.66,0,2022-12-13 21:03:57.010738,0.6983042000000002,0.03,-0.19964811316347286
0,0.6623140643422366,0.66,0,2022-12-13 21:04:19.051098,0.6675688,0.03,-0.19256325066284252
0,0.6968414547482387,0.66,0,2022-12-13 21:04:25.080824,0.7007049999999999,0.03,-0.1378663082096261
0,0.6734803542050783,0.66,0,2022-12-13 21:04:27.109048,0.6695111,0.03,0.12425844575294698
0,0.6315308109008512,0.66,0,2022-12-13 21:04:35.142350,0.6313829,0.03,0.004918248923005519
0,0.6343435,0.66,1,2022-12-13 21:11:21.952309,0.6343435,0.03,0.0
0,0.6018025,0.66,0,2022-12-13 21:11:24.267538,0.6018025,0.03,0.0
0,0.6219572014777901,0.66,0,2022-12-13 21:11:26.308536,0.6197768333333333,0.03,0.07015920000000006
0,0.6333117967158853,0.66,0,2022-12-13 21:11:28.384407,0.6311314285714286,0.03,0.07015920000000006
0,0.6609294709767207,0.66,0,2022-12-13 21:11:30.433354,0.6352846666666667,0.03,0.6177913280000003
0,0.6427609704853514,0.66,0,2022-12-13 21:11:32.505301,0.6480665,0.03,-0.1946180300799997
0,0.6910194103203373,0.66,0,2022-12-13 21:11:34.585223,0.6478799000000001,0.03,0.8911713359360006
0,0.757836835317504,0.66,0,2022-12-13 21:11:36.685215,0.6657457999999999,0.03,1.4035695759360007
0,0.7879565099448458,0.66,0,2022-12-13 21:11:38.734328,0.6202859000000001,0.03,1.8854046775992332
0,0.8164447616085122,0.66,0,2022-12-13 21:11:40.853124,0.5989155,0.03,2.1103314220793865
0,1,1.0,1,2022-12-13 21:11:42.971907,0.5936814,0.03,2.7345790000635093
0,1,1.0,0,2022-12-13 21:11:45.045233,0.5393804999999999,0.03,3.029086334975509
0,0.780517036392727,0.66,1,2022-12-13 21:11:47.143346,0.5057573,0.03,2.318326334975509
0,0.5744423132223454,0.66,0,2022-12-13 21:11:53.184558,0.5400847000000001,0.03,0.7632578549755084
0,0.5813534662332882,0.66,0,2022-12-13 21:12:01.217289,0.6061952999999999,0.03,-1.7606162464771935
0,0.6841474247555281,0.66,0,2022-12-13 21:12:13.307386,0.7066987,0.03,-1.393154537677193
0,0.7218982681880762,0.66,0,2022-12-13 21:12:15.353091,0.7442781999999999,0.03,-1.3704120634371932
0,0.7970346839469279,0.66,0,2022-12-13 21:12:17.384352,0.8154853,0.03,-0.9545652840451933
0,0.8237483626289324,0.66,0,2022-12-13 21:12:19.413202,0.8073521999999999,0.03,0.43601937218739606
0,0.7567473426291428,0.66,0,2022-12-13 21:12:21.556437,0.767298,0.03,-0.43338411015638706
0,0.6878448879179235,0.66,0,2022-12-13 21:12:23.613116,0.7042751,0.03,-0.7933515366830128
0,0.6115405348576475,0.66,0,2022-12-13 21:12:25.733258,0.6371209,0.03,-1.9151403003770247
0,0.6094491170819776,0.66,0,2022-12-13 21:12:27.804693,0.6345847,0.03,-1.8192504919126735
0,0.5928086491388721,0.66,0,2022-12-13 21:12:29.837366,0.6210994000000001,0.03,-2.8651432076551124
0,0.635633167903739,0.66,0,2022-12-13 21:12:31.905248,0.6642813999999999,0.03,-3.0997840876101384
0,0.6852414097766103,0.66,0,2022-12-13 21:12:33.937549,0.7141891,0.03,-3.350209846234364
0,0.6917990723961124,0.66,0,2022-12-13 21:12:36.021467,0.7213168999999999,0.03,-4.1306509422585815
0,0.741155649230352,0.66,0,2022-12-13 21:12:38.068772,0.770477,0.03,-3.7888482639876413
0,0.7425934446734915,0.66,0,2022-12-13 21:12:40.134998,0.7719564,0.03,-3.852112876461204
0,0.7236402503334732,0.66,0,2022-12-13 21:12:42.179320,0.7526936000000001,0.03,-3.4560228716794716
0,0.7167222284666465,0.66,0,2022-12-13 21:12:44.249215,0.7456995,0.03,-3.3787233584231355
0,0.7224256702178022,0.66,0,2022-12-13 21:12:46.275050,0.7497188,0.03,-2.4054043153628264
0,0.7274070945715514,0.66,0,2022-12-13 21:12:48.352785,0.7542658,0.03,-2.2565623827741077
0,0.7374039014244373,0.66,0,2022-12-13 21:12:50.417564,0.7656723,0.03,-2.852150722463394
0,0.7547400333095778,0.66,0,2022-12-13 21:12:52.540778,0.7831703,0.03,-2.9502916432418065
0,0.7605497798557296,0.66,0,2022-12-13 21:12:54.590690,0.7888796,0.03,-2.8882660629908745
0,0.7696374108324829,0.66,0,2022-12-13 21:12:56.689633,0.795858,0.03,-2.0716292486012673
0,0.7646212479409694,0.66,0,2022-12-13 21:12:58.765284,0.7910502,0.03,-2.128338288057523
0,0.7681276545095129,0.66,0,2022-12-13 21:13:00.837017,0.7930655,0.03,-1.779405196592776
0,0.7916408024721892,0.66,0,2022-12-13 21:13:02.867723,0.8202878,0.03,-3.098871205284353
0,0.7783026664289375,0.66,0,2022-12-13 21:13:04.950062,0.8070434000000001,0.03,-3.1706680294985734
0,0.813360774003061,0.66,0,2022-12-13 21:13:06.999944,0.841954,0.03,-3.0598982396999004
0,0.8070537419395366,0.66,0,2022-12-13 21:13:09.025224,0.8353304999999999,0.03,-2.8569900163670514
0,0.745088994993665,0.66,0,2022-12-13 21:13:13.093450,0.7732633999999999,0.03,-2.799291423835883
0,0.7422565640889488,0.66,0,2022-12-13 21:13:17.121056,0.7704676000000001,0.03,-2.8195606505910007
0,0.6757931105124763,0.66,0,2022-12-13 21:13:19.168115,0.7042759999999999,0.03,-2.984389834591001
0,0.6489445731196011,0.66,0,2022-12-13 21:13:21.228824,0.6766323000000001,0.03,-2.562966306513663
0,0.683513493444631,0.66,0,2022-12-13 21:13:25.337838,0.7090202000000001,0.03,-1.8986114421931726
0,0.7078048519369978,0.66,0,2022-12-13 21:13:33.368375,0.7323601999999999,0.03,-1.7065635507367798
0,0.7393328837179186,0.66,0,2022-12-13 21:13:35.397257,0.7665169999999999,0.03,-2.3659212375716656
0,0.7141214410579055,0.66,0,2022-12-13 21:13:37.427662,0.738013,0.03,-1.5915257870395747
0,0.7286287852440789,0.66,0,2022-12-13 21:13:41.456718,0.7567965,0.03,-2.7956334266139016
0,0.7835235525888444,0.66,0,2022-12-13 21:13:49.493231,0.8111222,0.03,-2.525165224373901
0,0.7148562585965623,0.66,0,2022-12-13 21:13:51.518426,0.7422424,0.03,-2.440369862581901
0,0.7049953963086338,0.66,0,2022-12-13 21:13:53.546677,0.7316621,0.03,-2.197235684807763
0,0.6458287658518165,0.66,0,2022-12-13 21:13:59.596469,0.6718121,0.03,-2.010745213260883
0,0.6217374121129497,0.66,0,2022-12-13 21:14:01.625876,0.6466291000000001,0.03,-1.770328342588453
0,0.6104281091675912,0.66,0,2022-12-13 21:14:09.664458,0.6291610999999999,0.03,-0.9793184688130043
0,0.5890823999877985,0.66,0,2022-12-13 21:14:17.717392,0.608747,0.03,-1.0656224870230009
0,0.6167170992197908,0.66,0,2022-12-13 21:14:25.747302,0.642091,0.03,-1.8694833697926452
0,0.5742574199428363,0.66,0,2022-12-13 21:14:29.775369,0.5985959000000001,0.03,-1.6675049843606427
0,0.5295610306057783,0.66,0,2022-12-13 21:14:31.823651,0.5529723,0.03,-1.5158366760150404
0,0.5938611606415449,0.66,0,2022-12-13 21:14:39.856812,0.6171773999999999,0.03,-1.5015165822307561
0,0.5339473803430612,0.66,0,2022-12-13 21:14:47.889519,0.5588219,0.03,-1.7669731355542748
0,0.5184643422377564,0.66,0,2022-12-13 21:15:01.923148,0.5427942,0.03,-1.6659831782130894
0,0.5464662811454466,0.66,0,2022-12-13 21:15:07.958944,0.570603,0.03,-1.632488012340141
0,0.5554125046540241,0.66,0,2022-12-13 21:15:11.991948,0.5790716,0.03,-1.5541759334830956
0,0.6254902002154814,0.66,0,2022-12-13 21:15:16.052444,0.6498052,0.03,-1.6633662165561462
0,0.5180838521893518,0.66,0,2022-12-13 21:15:18.082691,0.5418991,0.03,-1.579110443014586
0,0.5943400777464088,0.66,0,2022-12-13 21:15:26.113103,0.6173202999999999,0.03,-1.4524658241813384
0,0.5306954925780589,0.66,0,2022-12-13 21:15:28.138087,0.5542045999999999,0.03,-1.5307973291147403
0,0.6433687633888276,0.66,1,2022-12-13 21:26:37.660430,0.6264636666666666,0.03,0.4469289599999997
0,0.5612096961336502,0.66,0,2022-12-13 21:26:40.202297,0.5675888,0.03,-0.23906563199999983
0,0.5536117584712772,0.66,0,2022-12-13 21:26:42.231623,0.5612843333333334,0.03,-0.2953816320000001
0,0.6029579004294467,0.66,0,2022-12-13 21:26:44.369089,0.53487125,0.03,1.1846538944
0,0.7870977496222669,0.66,0,2022-12-13 21:26:46.449335,0.5313471111111112,0.03,2.2539221555199993
0,0.6069609398038271,0.66,0,2022-12-13 21:26:48.605287,0.5296863,0.03,1.27419489152
0,0.9082554705749739,1.0,1,2022-12-13 21:26:50.675840,0.49301070000000013,0.03,2.6974267955199998
0,1,1.0,0,2022-12-13 21:26:52.725183,0.4664852,0.03,3.13802545152
0,1,1.0,0,2022-12-13 21:26:54.813812,0.46153590000000005,0.03,3.0442793507328
0,0.5277446481603066,0.66,1,2022-12-13 21:26:56.896861,0.5043178,0.03,0.5771160124928003
