,Alpha,Cost,ColdStarts,initialDecision,initialDecisionIndex
1040,0.4,6.120770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 0]",16
1041,0.4,5.272770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 1]",17
1042,0.4,5.592770320892334e-06,0,"[0, 0, 1, 0, 0, 1, 0]",18
1043,0.4,4.707517417907715e-06,0,"[0, 0, 1, 0, 0, 1, 1]",19
1044,0.4,2.655517417907715e-06,1,"[0, 0, 1, 0, 1, 0, 0]",20
1045,0.4,2.372770320892334e-06,0,"[0, 0, 1, 0, 1, 0, 1]",21
1046,0.4,2.655517417907715e-06,0,"[0, 0, 1, 0, 1, 1, 0]",22
1047,0.4,1.7702645149230957e-06,0,"[0, 0, 1, 0, 1, 1, 1]",23
1048,0.4,4.8995174179077155e-06,1,"[0, 0, 1, 1, 0, 0, 0]",24
1049,0.4,1.6422645149230958e-06,1,"[0, 0, 1, 1, 0, 0, 1]",25
1050,0.4,4.8995174179077155e-06,0,"[0, 0, 1, 1, 0, 1, 0]",26
1051,0.4,4.014264514923096e-06,0,"[0, 0, 1, 1, 0, 1, 1]",27
1052,0.4,1.9250116119384766e-06,1,"[0, 0, 1, 1, 1, 0, 0]",28
1053,0.4,1.6422645149230958e-06,0,"[0, 0, 1, 1, 1, 0, 1]",29
1054,0.4,1.9250116119384766e-06,0,"[0, 0, 1, 1, 1, 1, 0]",30
1055,0.4,1.0397587089538575e-06,0,"[0, 0, 1, 1, 1, 1, 1]",31
1056,0.4,6.440770320892334e-06,0,"[0, 1, 0, 0, 0, 0, 0]",32
1057,0.4,5.592770320892334e-06,0,"[0, 1, 0, 0, 0, 0, 1]",33
1058,0.4,2.9382645149230958e-06,1,"[0, 1, 0, 0, 0, 1, 0]",34
1059,0.4,2.0530116119384765e-06,1,"[0, 1, 0, 0, 0, 1, 1]",35
1060,0.4,2.756770320892334e-06,1,"[0, 1, 0, 0, 1, 0, 0]",36
1061,0.4,2.6927703208923337e-06,0,"[0, 1, 0, 0, 1, 0, 1]",37
1062,0.4,2.9382645149230958e-06,0,"[0, 1, 0, 0, 1, 1, 0]",38
1063,0.4,2.0530116119384765e-06,0,"[0, 1, 0, 0, 1, 1, 1]",39
1064,0.4,5.784770320892334e-06,0,"[0, 1, 0, 1, 0, 0, 0]",40
1065,0.4,4.936770320892334e-06,0,"[0, 1, 0, 1, 0, 0, 1]",41
1066,0.4,5.219517417907715e-06,0,"[0, 1, 0, 1, 0, 1, 0]",42
1067,0.4,4.334264514923096e-06,0,"[0, 1, 0, 1, 0, 1, 1]",43
1068,0.4,2.847517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 0]",44
1069,0.4,1.999517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 1]",45
1070,0.4,2.245011611938477e-06,0,"[0, 1, 0, 1, 1, 1, 0]",46
1071,0.4,1.3597587089538576e-06,0,"[0, 1, 0, 1, 1, 1, 1]",47
1072,0.4,2.756770320892334e-06,1,"[0, 1, 1, 0, 0, 0, 0]",48
1073,0.4,4.808770320892334e-06,0,"[0, 1, 1, 0, 0, 0, 1]",49
1074,0.4,5.0915174179077155e-06,0,"[0, 1, 1, 0, 0, 1, 0]",50
1075,0.4,4.206264514923096e-06,0,"[0, 1, 1, 0, 0, 1, 1]",51
1076,0.4,2.756770320892334e-06,0,"[0, 1, 1, 0, 1, 0, 0]",52
1077,0.4,1.9087703208923337e-06,0,"[0, 1, 1, 0, 1, 0, 1]",53
1078,0.4,2.1542645149230957e-06,0,"[0, 1, 1, 0, 1, 1, 0]",54
1079,0.4,1.2690116119384764e-06,0,"[0, 1, 1, 0, 1, 1, 1]",55
1080,0.4,4.963517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 0]",56
1081,0.4,4.115517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 1]",57
1082,0.4,4.398264514923096e-06,0,"[0, 1, 1, 1, 0, 1, 0]",58
1083,0.4,3.513011611938477e-06,0,"[0, 1, 1, 1, 0, 1, 1]",59
1084,0.4,2.026264514923096e-06,0,"[0, 1, 1, 1, 1, 0, 0]",60
1085,0.4,1.1782645149230957e-06,0,"[0, 1, 1, 1, 1, 0, 1]",61
1086,0.4,1.4237587089538575e-06,0,"[0, 1, 1, 1, 1, 1, 0]",62
1087,0.4,5.385058059692383e-07,0,"[0, 1, 1, 1, 1, 1, 1]",63
1088,0.4,6.904770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 0]",64
1089,0.4,6.056770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 1]",65
1090,0.4,6.376770320892334e-06,1,"[1, 0, 0, 0, 0, 1, 0]",66
1091,0.4,5.491517417907715e-06,1,"[1, 0, 0, 0, 0, 1, 1]",67
1092,0.4,4.004770320892334e-06,1,"[1, 0, 0, 0, 1, 0, 0]",68
1093,0.4,3.156770320892334e-06,1,"[1, 0, 0, 0, 1, 0, 1]",69
1094,0.4,2.655517417907715e-06,2,"[1, 0, 0, 0, 1, 1, 0]",70
1095,0.4,2.5542645149230957e-06,1,"[1, 0, 0, 0, 1, 1, 1]",71
1096,0.4,5.720770320892334e-06,2,"[1, 0, 0, 1, 0, 0, 0]",72
1097,0.4,2.463517417907715e-06,2,"[1, 0, 0, 1, 0, 0, 1]",73
1098,0.4,5.720770320892334e-06,1,"[1, 0, 0, 1, 0, 1, 0]",74
1099,0.4,4.835517417907715e-06,1,"[1, 0, 0, 1, 0, 1, 1]",75
1100,0.4,3.311517417907715e-06,1,"[1, 0, 0, 1, 1, 0, 0]",76
1101,0.4,2.463517417907715e-06,1,"[1, 0, 0, 1, 1, 0, 1]",77
1102,0.4,1.9250116119384766e-06,2,"[1, 0, 0, 1, 1, 1, 0]",78
1103,0.4,1.8610116119384766e-06,1,"[1, 0, 0, 1, 1, 1, 1]",79
1104,0.4,6.120770320892334e-06,1,"[1, 0, 1, 0, 0, 0, 0]",80
1105,0.4,5.272770320892334e-06,1,"[1, 0, 1, 0, 0, 0, 1]",81
1106,0.4,2.655517417907715e-06,2,"[1, 0, 1, 0, 0, 1, 0]",82
1107,0.4,4.707517417907715e-06,1,"[1, 0, 1, 0, 0, 1, 1]",83
1108,0.4,2.655517417907715e-06,2,"[1, 0, 1, 0, 1, 0, 0]",84
1109,0.4,2.372770320892334e-06,1,"[1, 0, 1, 0, 1, 0, 1]",85
1110,0.4,2.655517417907715e-06,1,"[1, 0, 1, 0, 1, 1, 0]",86
1111,0.4,1.7702645149230957e-06,1,"[1, 0, 1, 0, 1, 1, 1]",87
1112,0.4,4.8995174179077155e-06,2,"[1, 0, 1, 1, 0, 0, 0]",88
1113,0.4,1.6422645149230958e-06,2,"[1, 0, 1, 1, 0, 0, 1]",89
1114,0.4,4.8995174179077155e-06,1,"[1, 0, 1, 1, 0, 1, 0]",90
1115,0.4,4.014264514923096e-06,1,"[1, 0, 1, 1, 0, 1, 1]",91
1116,0.4,1.9250116119384766e-06,2,"[1, 0, 1, 1, 1, 0, 0]",92
1117,0.4,1.6422645149230958e-06,1,"[1, 0, 1, 1, 1, 0, 1]",93
1118,0.4,1.9250116119384766e-06,1,"[1, 0, 1, 1, 1, 1, 0]",94
1119,0.4,1.0397587089538575e-06,1,"[1, 0, 1, 1, 1, 1, 1]",95
1120,0.4,6.440770320892334e-06,1,"[1, 1, 0, 0, 0, 0, 0]",96
1121,0.4,5.592770320892334e-06,1,"[1, 1, 0, 0, 0, 0, 1]",97
1122,0.4,2.9382645149230958e-06,2,"[1, 1, 0, 0, 0, 1, 0]",98
1123,0.4,4.990264514923096e-06,1,"[1, 1, 0, 0, 0, 1, 1]",99
1124,0.4,2.756770320892334e-06,2,"[1, 1, 0, 0, 1, 0, 0]",100
1125,0.4,2.6927703208923337e-06,1,"[1, 1, 0, 0, 1, 0, 1]",101
1126,0.4,2.9382645149230958e-06,1,"[1, 1, 0, 0, 1, 1, 0]",102
1127,0.4,2.0530116119384765e-06,1,"[1, 1, 0, 0, 1, 1, 1]",103
1128,0.4,5.784770320892334e-06,1,"[1, 1, 0, 1, 0, 0, 0]",104
1129,0.4,4.936770320892334e-06,1,"[1, 1, 0, 1, 0, 0, 1]",105
1130,0.4,5.219517417907715e-06,1,"[1, 1, 0, 1, 0, 1, 0]",106
1131,0.4,4.334264514923096e-06,1,"[1, 1, 0, 1, 0, 1, 1]",107
1132,0.4,2.847517417907715e-06,1,"[1, 1, 0, 1, 1, 0, 0]",108
1133,0.4,1.999517417907715e-06,1,"[1, 1, 0, 1, 1, 0, 1]",109
1134,0.4,2.245011611938477e-06,1,"[1, 1, 0, 1, 1, 1, 0]",110
1135,0.4,1.3597587089538576e-06,1,"[1, 1, 0, 1, 1, 1, 1]",111
1136,0.4,2.756770320892334e-06,2,"[1, 1, 1, 0, 0, 0, 0]",112
1137,0.4,4.808770320892334e-06,1,"[1, 1, 1, 0, 0, 0, 1]",113
1138,0.4,5.0915174179077155e-06,1,"[1, 1, 1, 0, 0, 1, 0]",114
1139,0.4,4.206264514923096e-06,1,"[1, 1, 1, 0, 0, 1, 1]",115
1140,0.4,2.756770320892334e-06,1,"[1, 1, 1, 0, 1, 0, 0]",116
1141,0.4,1.9087703208923337e-06,1,"[1, 1, 1, 0, 1, 0, 1]",117
1142,0.4,2.1542645149230957e-06,1,"[1, 1, 1, 0, 1, 1, 0]",118
1143,0.4,1.2690116119384764e-06,1,"[1, 1, 1, 0, 1, 1, 1]",119
1144,0.4,4.963517417907715e-06,1,"[1, 1, 1, 1, 0, 0, 0]",120
1145,0.4,4.115517417907715e-06,1,"[1, 1, 1, 1, 0, 0, 1]",121
1146,0.4,4.398264514923096e-06,1,"[1, 1, 1, 1, 0, 1, 0]",122
1147,0.4,3.513011611938477e-06,1,"[1, 1, 1, 1, 0, 1, 1]",123
1148,0.4,2.026264514923096e-06,1,"[1, 1, 1, 1, 1, 0, 0]",124
1149,0.4,1.1782645149230957e-06,1,"[1, 1, 1, 1, 1, 0, 1]",125
1150,0.4,1.4237587089538575e-06,1,"[1, 1, 1, 1, 1, 1, 0]",126
1151,0.4,5.385058059692383e-07,1,"[1, 1, 1, 1, 1, 1, 1]",127
1152,0.45,6.904770320892334e-06,0,"[0, 0, 0, 0, 0, 0, 0]",0
1153,0.45,6.056770320892334e-06,0,"[0, 0, 0, 0, 0, 0, 1]",1
1154,0.45,6.376770320892334e-06,0,"[0, 0, 0, 0, 0, 1, 0]",2
1155,0.45,5.491517417907715e-06,0,"[0, 0, 0, 0, 0, 1, 1]",3
1156,0.45,4.004770320892334e-06,0,"[0, 0, 0, 0, 1, 0, 0]",4
1157,0.45,3.156770320892334e-06,0,"[0, 0, 0, 0, 1, 0, 1]",5
1158,0.45,2.655517417907715e-06,1,"[0, 0, 0, 0, 1, 1, 0]",6
1159,0.45,2.5542645149230957e-06,0,"[0, 0, 0, 0, 1, 1, 1]",7
1160,0.45,6.248770320892334e-06,0,"[0, 0, 0, 1, 0, 0, 0]",8
1161,0.45,2.463517417907715e-06,1,"[0, 0, 0, 1, 0, 0, 1]",9
1162,0.45,5.720770320892334e-06,0,"[0, 0, 0, 1, 0, 1, 0]",10
1163,0.45,4.835517417907715e-06,0,"[0, 0, 0, 1, 0, 1, 1]",11
1164,0.45,3.311517417907715e-06,0,"[0, 0, 0, 1, 1, 0, 0]",12
1165,0.45,2.463517417907715e-06,0,"[0, 0, 0, 1, 1, 0, 1]",13
1166,0.45,1.9250116119384766e-06,1,"[0, 0, 0, 1, 1, 1, 0]",14
1167,0.45,1.8610116119384766e-06,0,"[0, 0, 0, 1, 1, 1, 1]",15
1168,0.45,6.120770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 0]",16
1169,0.45,5.272770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 1]",17
1170,0.45,5.592770320892334e-06,0,"[0, 0, 1, 0, 0, 1, 0]",18
1171,0.45,1.7702645149230957e-06,1,"[0, 0, 1, 0, 0, 1, 1]",19
1172,0.45,2.655517417907715e-06,1,"[0, 0, 1, 0, 1, 0, 0]",20
1173,0.45,2.372770320892334e-06,0,"[0, 0, 1, 0, 1, 0, 1]",21
1174,0.45,2.655517417907715e-06,0,"[0, 0, 1, 0, 1, 1, 0]",22
1175,0.45,1.7702645149230957e-06,0,"[0, 0, 1, 0, 1, 1, 1]",23
1176,0.45,5.427517417907715e-06,0,"[0, 0, 1, 1, 0, 0, 0]",24
1177,0.45,1.6422645149230958e-06,1,"[0, 0, 1, 1, 0, 0, 1]",25
1178,0.45,4.8995174179077155e-06,0,"[0, 0, 1, 1, 0, 1, 0]",26
1179,0.45,4.014264514923096e-06,0,"[0, 0, 1, 1, 0, 1, 1]",27
1180,0.45,1.9250116119384766e-06,1,"[0, 0, 1, 1, 1, 0, 0]",28
1181,0.45,1.6422645149230958e-06,0,"[0, 0, 1, 1, 1, 0, 1]",29
1182,0.45,1.9250116119384766e-06,0,"[0, 0, 1, 1, 1, 1, 0]",30
1183,0.45,1.0397587089538575e-06,0,"[0, 0, 1, 1, 1, 1, 1]",31
1184,0.45,6.440770320892334e-06,0,"[0, 1, 0, 0, 0, 0, 0]",32
1185,0.45,5.592770320892334e-06,0,"[0, 1, 0, 0, 0, 0, 1]",33
1186,0.45,5.875517417907715e-06,0,"[0, 1, 0, 0, 0, 1, 0]",34
1187,0.45,4.990264514923096e-06,0,"[0, 1, 0, 0, 0, 1, 1]",35
1188,0.45,3.540770320892334e-06,0,"[0, 1, 0, 0, 1, 0, 0]",36
1189,0.45,2.6927703208923337e-06,0,"[0, 1, 0, 0, 1, 0, 1]",37
1190,0.45,2.9382645149230958e-06,0,"[0, 1, 0, 0, 1, 1, 0]",38
1191,0.45,2.0530116119384765e-06,0,"[0, 1, 0, 0, 1, 1, 1]",39
1192,0.45,5.784770320892334e-06,0,"[0, 1, 0, 1, 0, 0, 0]",40
1193,0.45,1.999517417907715e-06,1,"[0, 1, 0, 1, 0, 0, 1]",41
1194,0.45,5.219517417907715e-06,0,"[0, 1, 0, 1, 0, 1, 0]",42
1195,0.45,4.334264514923096e-06,0,"[0, 1, 0, 1, 0, 1, 1]",43
1196,0.45,2.847517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 0]",44
1197,0.45,1.999517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 1]",45
1198,0.45,2.245011611938477e-06,0,"[0, 1, 0, 1, 1, 1, 0]",46
1199,0.45,1.3597587089538576e-06,0,"[0, 1, 0, 1, 1, 1, 1]",47
1200,0.45,5.6567703208923345e-06,0,"[0, 1, 1, 0, 0, 0, 0]",48
1201,0.45,4.808770320892334e-06,0,"[0, 1, 1, 0, 0, 0, 1]",49
1202,0.45,5.0915174179077155e-06,0,"[0, 1, 1, 0, 0, 1, 0]",50
1203,0.45,4.206264514923096e-06,0,"[0, 1, 1, 0, 0, 1, 1]",51
1204,0.45,2.756770320892334e-06,0,"[0, 1, 1, 0, 1, 0, 0]",52
1205,0.45,1.9087703208923337e-06,0,"[0, 1, 1, 0, 1, 0, 1]",53
1206,0.45,2.1542645149230957e-06,0,"[0, 1, 1, 0, 1, 1, 0]",54
1207,0.45,1.2690116119384764e-06,0,"[0, 1, 1, 0, 1, 1, 1]",55
1208,0.45,4.963517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 0]",56
1209,0.45,4.115517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 1]",57
1210,0.45,4.398264514923096e-06,0,"[0, 1, 1, 1, 0, 1, 0]",58
1211,0.45,3.513011611938477e-06,0,"[0, 1, 1, 1, 0, 1, 1]",59
1212,0.45,2.026264514923096e-06,0,"[0, 1, 1, 1, 1, 0, 0]",60
1213,0.45,1.1782645149230957e-06,0,"[0, 1, 1, 1, 1, 0, 1]",61
1214,0.45,1.4237587089538575e-06,0,"[0, 1, 1, 1, 1, 1, 0]",62
1215,0.45,5.385058059692383e-07,0,"[0, 1, 1, 1, 1, 1, 1]",63
1216,0.45,6.904770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 0]",64
1217,0.45,6.056770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 1]",65
1218,0.45,3.439517417907715e-06,2,"[1, 0, 0, 0, 0, 1, 0]",66
1219,0.45,5.491517417907715e-06,1,"[1, 0, 0, 0, 0, 1, 1]",67
1220,0.45,4.004770320892334e-06,1,"[1, 0, 0, 0, 1, 0, 0]",68
1221,0.45,3.156770320892334e-06,1,"[1, 0, 0, 0, 1, 0, 1]",69
1222,0.45,2.655517417907715e-06,2,"[1, 0, 0, 0, 1, 1, 0]",70
1223,0.45,2.5542645149230957e-06,1,"[1, 0, 0, 0, 1, 1, 1]",71
1224,0.45,6.248770320892334e-06,1,"[1, 0, 0, 1, 0, 0, 0]",72
1225,0.45,2.463517417907715e-06,2,"[1, 0, 0, 1, 0, 0, 1]",73
1226,0.45,5.720770320892334e-06,1,"[1, 0, 0, 1, 0, 1, 0]",74
1227,0.45,4.835517417907715e-06,1,"[1, 0, 0, 1, 0, 1, 1]",75
1228,0.45,3.311517417907715e-06,1,"[1, 0, 0, 1, 1, 0, 0]",76
1229,0.45,2.463517417907715e-06,1,"[1, 0, 0, 1, 1, 0, 1]",77
1230,0.45,1.9250116119384766e-06,2,"[1, 0, 0, 1, 1, 1, 0]",78
1231,0.45,1.8610116119384766e-06,1,"[1, 0, 0, 1, 1, 1, 1]",79
1232,0.45,6.120770320892334e-06,1,"[1, 0, 1, 0, 0, 0, 0]",80
1233,0.45,5.272770320892334e-06,1,"[1, 0, 1, 0, 0, 0, 1]",81
1234,0.45,5.592770320892334e-06,1,"[1, 0, 1, 0, 0, 1, 0]",82
1235,0.45,4.707517417907715e-06,1,"[1, 0, 1, 0, 0, 1, 1]",83
1236,0.45,2.655517417907715e-06,2,"[1, 0, 1, 0, 1, 0, 0]",84
1237,0.45,2.372770320892334e-06,1,"[1, 0, 1, 0, 1, 0, 1]",85
1238,0.45,2.655517417907715e-06,1,"[1, 0, 1, 0, 1, 1, 0]",86
1239,0.45,1.7702645149230957e-06,1,"[1, 0, 1, 0, 1, 1, 1]",87
1240,0.45,5.427517417907715e-06,1,"[1, 0, 1, 1, 0, 0, 0]",88
1241,0.45,1.6422645149230958e-06,2,"[1, 0, 1, 1, 0, 0, 1]",89
1242,0.45,4.8995174179077155e-06,1,"[1, 0, 1, 1, 0, 1, 0]",90
1243,0.45,4.014264514923096e-06,1,"[1, 0, 1, 1, 0, 1, 1]",91
1244,0.45,1.9250116119384766e-06,2,"[1, 0, 1, 1, 1, 0, 0]",92
1245,0.45,1.6422645149230958e-06,1,"[1, 0, 1, 1, 1, 0, 1]",93
1246,0.45,1.9250116119384766e-06,1,"[1, 0, 1, 1, 1, 1, 0]",94
1247,0.45,1.0397587089538575e-06,1,"[1, 0, 1, 1, 1, 1, 1]",95
1248,0.45,3.540770320892334e-06,2,"[1, 1, 0, 0, 0, 0, 0]",96
1249,0.45,5.592770320892334e-06,1,"[1, 1, 0, 0, 0, 0, 1]",97
1250,0.45,5.875517417907715e-06,1,"[1, 1, 0, 0, 0, 1, 0]",98
1251,0.45,2.0530116119384765e-06,2,"[1, 1, 0, 0, 0, 1, 1]",99
1252,0.45,2.756770320892334e-06,2,"[1, 1, 0, 0, 1, 0, 0]",100
1253,0.45,2.6927703208923337e-06,1,"[1, 1, 0, 0, 1, 0, 1]",101
1254,0.45,2.9382645149230958e-06,1,"[1, 1, 0, 0, 1, 1, 0]",102
1255,0.45,2.0530116119384765e-06,1,"[1, 1, 0, 0, 1, 1, 1]",103
1256,0.45,5.784770320892334e-06,1,"[1, 1, 0, 1, 0, 0, 0]",104
1257,0.45,1.999517417907715e-06,2,"[1, 1, 0, 1, 0, 0, 1]",105
1258,0.45,5.219517417907715e-06,1,"[1, 1, 0, 1, 0, 1, 0]",106
1259,0.45,4.334264514923096e-06,1,"[1, 1, 0, 1, 0, 1, 1]",107
1260,0.45,2.847517417907715e-06,1,"[1, 1, 0, 1, 1, 0, 0]",108
1261,0.45,1.999517417907715e-06,1,"[1, 1, 0, 1, 1, 0, 1]",109
1262,0.45,2.245011611938477e-06,1,"[1, 1, 0, 1, 1, 1, 0]",110
1263,0.45,1.3597587089538576e-06,1,"[1, 1, 0, 1, 1, 1, 1]",111
1264,0.45,5.6567703208923345e-06,1,"[1, 1, 1, 0, 0, 0, 0]",112
1265,0.45,4.808770320892334e-06,1,"[1, 1, 1, 0, 0, 0, 1]",113
1266,0.45,5.0915174179077155e-06,1,"[1, 1, 1, 0, 0, 1, 0]",114
1267,0.45,4.206264514923096e-06,1,"[1, 1, 1, 0, 0, 1, 1]",115
1268,0.45,2.756770320892334e-06,1,"[1, 1, 1, 0, 1, 0, 0]",116
1269,0.45,1.9087703208923337e-06,1,"[1, 1, 1, 0, 1, 0, 1]",117
1270,0.45,2.1542645149230957e-06,1,"[1, 1, 1, 0, 1, 1, 0]",118
1271,0.45,1.2690116119384764e-06,1,"[1, 1, 1, 0, 1, 1, 1]",119
1272,0.45,4.963517417907715e-06,1,"[1, 1, 1, 1, 0, 0, 0]",120
1273,0.45,4.115517417907715e-06,1,"[1, 1, 1, 1, 0, 0, 1]",121
1274,0.45,4.398264514923096e-06,1,"[1, 1, 1, 1, 0, 1, 0]",122
1275,0.45,3.513011611938477e-06,1,"[1, 1, 1, 1, 0, 1, 1]",123
1276,0.45,2.026264514923096e-06,1,"[1, 1, 1, 1, 1, 0, 0]",124
1277,0.45,1.1782645149230957e-06,1,"[1, 1, 1, 1, 1, 0, 1]",125
1278,0.45,1.4237587089538575e-06,1,"[1, 1, 1, 1, 1, 1, 0]",126
1279,0.45,5.385058059692383e-07,1,"[1, 1, 1, 1, 1, 1, 1]",127
1280,0.5,6.904770320892334e-06,0,"[0, 0, 0, 0, 0, 0, 0]",0
1281,0.5,6.056770320892334e-06,0,"[0, 0, 0, 0, 0, 0, 1]",1
1282,0.5,6.376770320892334e-06,0,"[0, 0, 0, 0, 0, 1, 0]",2
1283,0.5,5.491517417907715e-06,0,"[0, 0, 0, 0, 0, 1, 1]",3
1284,0.5,4.004770320892334e-06,0,"[0, 0, 0, 0, 1, 0, 0]",4
1285,0.5,2.372770320892334e-06,1,"[0, 0, 0, 0, 1, 0, 1]",5
1286,0.5,2.655517417907715e-06,1,"[0, 0, 0, 0, 1, 1, 0]",6
1287,0.5,2.5542645149230957e-06,0,"[0, 0, 0, 0, 1, 1, 1]",7
1288,0.5,6.248770320892334e-06,0,"[0, 0, 0, 1, 0, 0, 0]",8
1289,0.5,5.400770320892334e-06,0,"[0, 0, 0, 1, 0, 0, 1]",9
1290,0.5,5.720770320892334e-06,0,"[0, 0, 0, 1, 0, 1, 0]",10
1291,0.5,4.835517417907715e-06,0,"[0, 0, 0, 1, 0, 1, 1]",11
1292,0.5,3.311517417907715e-06,0,"[0, 0, 0, 1, 1, 0, 0]",12
1293,0.5,2.463517417907715e-06,0,"[0, 0, 0, 1, 1, 0, 1]",13
1294,0.5,1.9250116119384766e-06,1,"[0, 0, 0, 1, 1, 1, 0]",14
1295,0.5,1.8610116119384766e-06,0,"[0, 0, 0, 1, 1, 1, 1]",15
1296,0.5,6.120770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 0]",16
1297,0.5,5.272770320892334e-06,0,"[0, 0, 1, 0, 0, 0, 1]",17
1298,0.5,2.655517417907715e-06,1,"[0, 0, 1, 0, 0, 1, 0]",18
1299,0.5,1.7702645149230957e-06,1,"[0, 0, 1, 0, 0, 1, 1]",19
1300,0.5,2.655517417907715e-06,1,"[0, 0, 1, 0, 1, 0, 0]",20
1301,0.5,2.372770320892334e-06,0,"[0, 0, 1, 0, 1, 0, 1]",21
1302,0.5,2.655517417907715e-06,0,"[0, 0, 1, 0, 1, 1, 0]",22
1303,0.5,1.7702645149230957e-06,0,"[0, 0, 1, 0, 1, 1, 1]",23
1304,0.5,4.8995174179077155e-06,1,"[0, 0, 1, 1, 0, 0, 0]",24
1305,0.5,4.014264514923096e-06,1,"[0, 0, 1, 1, 0, 0, 1]",25
1306,0.5,4.8995174179077155e-06,0,"[0, 0, 1, 1, 0, 1, 0]",26
1307,0.5,4.014264514923096e-06,0,"[0, 0, 1, 1, 0, 1, 1]",27
1308,0.5,1.9250116119384766e-06,1,"[0, 0, 1, 1, 1, 0, 0]",28
1309,0.5,1.6422645149230958e-06,0,"[0, 0, 1, 1, 1, 0, 1]",29
1310,0.5,1.9250116119384766e-06,0,"[0, 0, 1, 1, 1, 1, 0]",30
1311,0.5,1.0397587089538575e-06,0,"[0, 0, 1, 1, 1, 1, 1]",31
1312,0.5,6.440770320892334e-06,0,"[0, 1, 0, 0, 0, 0, 0]",32
1313,0.5,2.6927703208923337e-06,1,"[0, 1, 0, 0, 0, 0, 1]",33
1314,0.5,5.875517417907715e-06,0,"[0, 1, 0, 0, 0, 1, 0]",34
1315,0.5,2.0530116119384765e-06,1,"[0, 1, 0, 0, 0, 1, 1]",35
1316,0.5,2.756770320892334e-06,1,"[0, 1, 0, 0, 1, 0, 0]",36
1317,0.5,2.6927703208923337e-06,0,"[0, 1, 0, 0, 1, 0, 1]",37
1318,0.5,2.9382645149230958e-06,0,"[0, 1, 0, 0, 1, 1, 0]",38
1319,0.5,2.0530116119384765e-06,0,"[0, 1, 0, 0, 1, 1, 1]",39
1320,0.5,5.784770320892334e-06,0,"[0, 1, 0, 1, 0, 0, 0]",40
1321,0.5,1.999517417907715e-06,1,"[0, 1, 0, 1, 0, 0, 1]",41
1322,0.5,5.219517417907715e-06,0,"[0, 1, 0, 1, 0, 1, 0]",42
1323,0.5,4.334264514923096e-06,0,"[0, 1, 0, 1, 0, 1, 1]",43
1324,0.5,2.847517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 0]",44
1325,0.5,1.999517417907715e-06,0,"[0, 1, 0, 1, 1, 0, 1]",45
1326,0.5,2.245011611938477e-06,0,"[0, 1, 0, 1, 1, 1, 0]",46
1327,0.5,1.3597587089538576e-06,0,"[0, 1, 0, 1, 1, 1, 1]",47
1328,0.5,5.6567703208923345e-06,0,"[0, 1, 1, 0, 0, 0, 0]",48
1329,0.5,4.808770320892334e-06,0,"[0, 1, 1, 0, 0, 0, 1]",49
1330,0.5,5.0915174179077155e-06,0,"[0, 1, 1, 0, 0, 1, 0]",50
1331,0.5,4.206264514923096e-06,0,"[0, 1, 1, 0, 0, 1, 1]",51
1332,0.5,2.756770320892334e-06,0,"[0, 1, 1, 0, 1, 0, 0]",52
1333,0.5,1.9087703208923337e-06,0,"[0, 1, 1, 0, 1, 0, 1]",53
1334,0.5,2.1542645149230957e-06,0,"[0, 1, 1, 0, 1, 1, 0]",54
1335,0.5,1.2690116119384764e-06,0,"[0, 1, 1, 0, 1, 1, 1]",55
1336,0.5,4.963517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 0]",56
1337,0.5,4.115517417907715e-06,0,"[0, 1, 1, 1, 0, 0, 1]",57
1338,0.5,4.398264514923096e-06,0,"[0, 1, 1, 1, 0, 1, 0]",58
1339,0.5,3.513011611938477e-06,0,"[0, 1, 1, 1, 0, 1, 1]",59
1340,0.5,2.026264514923096e-06,0,"[0, 1, 1, 1, 1, 0, 0]",60
1341,0.5,1.1782645149230957e-06,0,"[0, 1, 1, 1, 1, 0, 1]",61
1342,0.5,1.4237587089538575e-06,0,"[0, 1, 1, 1, 1, 1, 0]",62
1343,0.5,5.385058059692383e-07,0,"[0, 1, 1, 1, 1, 1, 1]",63
1344,0.5,6.904770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 0]",64
1345,0.5,6.056770320892334e-06,1,"[1, 0, 0, 0, 0, 0, 1]",65
1346,0.5,6.376770320892334e-06,1,"[1, 0, 0, 0, 0, 1, 0]",66
