,Alpha,Cost,ColdStarts,Cores,Mem
0,0.0,5.012529029846192e-07,5,1000,500000
1,0.0,5.012529029846192e-07,4,1000,500000
2,0.0,5.012529029846192e-07,4,1000,500000
3,0.0,5.012529029846192e-07,3,1000,500000
4,0.0,5.012529029846192e-07,4,1000,500000
5,0.0,5.012529029846192e-07,3,1000,500000
6,0.0,5.012529029846192e-07,3,1000,500000
7,0.0,5.012529029846192e-07,2,1000,500000
8,0.0,5.012529029846192e-07,4,1000,500000
9,0.0,5.012529029846192e-07,3,1000,500000
10,0.0,5.012529029846192e-07,3,1000,500000
11,0.0,5.012529029846192e-07,2,1000,500000
12,0.0,5.012529029846192e-07,3,1000,500000
13,0.0,5.012529029846192e-07,2,1000,500000
14,0.0,5.012529029846192e-07,2,1000,500000
15,0.0,5.012529029846192e-07,1,1000,500000
16,0.0,5.012529029846192e-07,4,1000,500000
17,0.0,5.012529029846192e-07,3,1000,500000
18,0.0,5.012529029846192e-07,3,1000,500000
19,0.0,5.012529029846192e-07,2,1000,500000
20,0.0,5.012529029846192e-07,3,1000,500000
21,0.0,5.012529029846192e-07,2,1000,500000
22,0.0,5.012529029846192e-07,2,1000,500000
23,0.0,5.012529029846192e-07,1,1000,500000
24,0.0,5.012529029846192e-07,3,1000,500000
25,0.0,5.012529029846192e-07,2,1000,500000
26,0.0,5.012529029846192e-07,2,1000,500000
27,0.0,5.012529029846192e-07,1,1000,500000
28,0.0,5.012529029846192e-07,2,1000,500000
29,0.0,5.012529029846192e-07,1,1000,500000
30,0.0,5.012529029846192e-07,1,1000,500000
31,0.0,5.012529029846192e-07,0,1000,500000
32,0.0,5.012529029846192e-07,6,1000,500000
33,0.0,5.012529029846192e-07,5,1000,500000
34,0.0,5.012529029846192e-07,5,1000,500000
35,0.0,5.012529029846192e-07,4,1000,500000
36,0.0,5.012529029846192e-07,5,1000,500000
37,0.0,5.012529029846192e-07,4,1000,500000
38,0.0,5.012529029846192e-07,4,1000,500000
39,0.0,5.012529029846192e-07,3,1000,500000
40,0.0,5.012529029846192e-07,5,1000,500000
41,0.0,5.012529029846192e-07,4,1000,500000
42,0.0,5.012529029846192e-07,4,1000,500000
43,0.0,5.012529029846192e-07,3,1000,500000
44,0.0,5.012529029846192e-07,4,1000,500000
45,0.0,5.012529029846192e-07,3,1000,500000
46,0.0,5.012529029846192e-07,3,1000,500000
47,0.0,5.012529029846192e-07,2,1000,500000
48,0.0,5.012529029846192e-07,5,1000,500000
49,0.0,5.012529029846192e-07,4,1000,500000
50,0.0,5.012529029846192e-07,4,1000,500000
51,0.0,5.012529029846192e-07,3,1000,500000
52,0.0,5.012529029846192e-07,4,1000,500000
53,0.0,5.012529029846192e-07,3,1000,500000
54,0.0,5.012529029846192e-07,3,1000,500000
55,0.0,5.012529029846192e-07,2,1000,500000
56,0.0,5.012529029846192e-07,4,1000,500000
57,0.0,5.012529029846192e-07,3,1000,500000
58,0.0,5.012529029846192e-07,3,1000,500000
59,0.0,5.012529029846192e-07,2,1000,500000
60,0.0,5.012529029846192e-07,3,1000,500000
61,0.0,5.012529029846192e-07,2,1000,500000
62,0.0,5.012529029846192e-07,2,1000,500000
63,0.0,5.012529029846192e-07,1,1000,500000
64,0.2,5.012529029846192e-07,5,1000,500000
65,0.2,5.012529029846192e-07,4,1000,500000
66,0.2,5.012529029846192e-07,4,1000,500000
67,0.2,5.012529029846192e-07,3,1000,500000
68,0.2,5.012529029846192e-07,4,1000,500000
69,0.2,5.012529029846192e-07,3,1000,500000
70,0.2,5.012529029846192e-07,3,1000,500000
71,0.2,5.012529029846192e-07,2,1000,500000
72,0.2,5.012529029846192e-07,4,1000,500000
73,0.2,5.012529029846192e-07,3,1000,500000
74,0.2,5.012529029846192e-07,3,1000,500000
75,0.2,5.012529029846192e-07,2,1000,500000
76,0.2,5.012529029846192e-07,3,1000,500000
77,0.2,5.012529029846192e-07,2,1000,500000
78,0.2,5.012529029846192e-07,2,1000,500000
79,0.2,5.012529029846192e-07,1,1000,500000
80,0.2,5.012529029846192e-07,4,1000,500000
81,0.2,5.012529029846192e-07,3,1000,500000
82,0.2,5.012529029846192e-07,3,1000,500000
83,0.2,5.012529029846192e-07,2,1000,500000
84,0.2,5.012529029846192e-07,3,1000,500000
85,0.2,5.012529029846192e-07,2,1000,500000
86,0.2,5.012529029846192e-07,2,1000,500000
87,0.2,5.012529029846192e-07,1,1000,500000
88,0.2,5.012529029846192e-07,3,1000,500000
89,0.2,5.012529029846192e-07,2,1000,500000
90,0.2,5.012529029846192e-07,2,1000,500000
91,0.2,5.012529029846192e-07,1,1000,500000
92,0.2,5.012529029846192e-07,2,1000,500000
93,0.2,5.012529029846192e-07,1,1000,500000
94,0.2,5.012529029846192e-07,1,1000,500000
95,0.2,5.012529029846192e-07,0,1000,500000
96,0.2,5.012529029846192e-07,6,1000,500000
97,0.2,5.012529029846192e-07,5,1000,500000
98,0.2,5.012529029846192e-07,5,1000,500000
99,0.2,5.012529029846192e-07,4,1000,500000
100,0.2,5.012529029846192e-07,5,1000,500000
101,0.2,5.012529029846192e-07,4,1000,500000
102,0.2,5.012529029846192e-07,4,1000,500000
103,0.2,5.012529029846192e-07,3,1000,500000
104,0.2,5.012529029846192e-07,5,1000,500000
105,0.2,5.012529029846192e-07,4,1000,500000
106,0.2,5.012529029846192e-07,4,1000,500000
107,0.2,5.012529029846192e-07,3,1000,500000
108,0.2,5.012529029846192e-07,4,1000,500000
109,0.2,5.012529029846192e-07,3,1000,500000
110,0.2,5.012529029846192e-07,3,1000,500000
111,0.2,5.012529029846192e-07,2,1000,500000
112,0.2,5.012529029846192e-07,5,1000,500000
113,0.2,5.012529029846192e-07,4,1000,500000
114,0.2,5.012529029846192e-07,4,1000,500000
115,0.2,5.012529029846192e-07,3,1000,500000
116,0.2,5.012529029846192e-07,4,1000,500000
117,0.2,5.012529029846192e-07,3,1000,500000
118,0.2,5.012529029846192e-07,3,1000,500000
119,0.2,5.012529029846192e-07,2,1000,500000
120,0.2,5.012529029846192e-07,4,1000,500000
121,0.2,5.012529029846192e-07,3,1000,500000
122,0.2,5.012529029846192e-07,3,1000,500000
123,0.2,5.012529029846192e-07,2,1000,500000
124,0.2,5.012529029846192e-07,3,1000,500000
125,0.2,5.012529029846192e-07,2,1000,500000
126,0.2,5.012529029846192e-07,2,1000,500000
127,0.2,5.012529029846192e-07,1,1000,500000
128,0.4,1.0250264514923098e-05,1,1000,500000
129,0.4,7.850264514923097e-06,1,1000,500000
130,0.4,7.850264514923097e-06,1,1000,500000
131,0.4,5.413011611938477e-06,1,1000,500000
132,0.4,7.850264514923097e-06,1,1000,500000
133,0.4,7.850264514923097e-06,0,1000,500000
134,0.4,7.813011611938478e-06,0,1000,500000
135,0.4,5.375758708953858e-06,0,1000,500000
136,0.4,7.813011611938478e-06,1,1000,500000
137,0.4,5.413011611938477e-06,1,1000,500000
138,0.4,7.850264514923097e-06,0,1000,500000
139,0.4,5.413011611938477e-06,0,1000,500000
140,0.4,7.813011611938478e-06,0,1000,500000
141,0.4,5.413011611938477e-06,0,1000,500000
