,Alpha,Cost,ColdStarts,initialDecision,initialDecisionIndex
673,0.5,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
674,0.5,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
675,0.5,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
676,0.5,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
677,0.5,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
678,0.5,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
679,0.5,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
680,0.5,1.0250264514923098e-05,1,"[1, 0, 1, 0, 0, 0]",40
681,0.5,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
682,0.5,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
683,0.5,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
684,0.5,7.813011611938478e-06,1,"[1, 0, 1, 1, 0, 0]",44
685,0.5,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
686,0.5,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
687,0.5,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
688,0.5,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
689,0.5,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
690,0.5,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
691,0.5,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
692,0.5,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
693,0.5,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
694,0.5,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
695,0.5,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
696,0.5,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
697,0.5,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
698,0.5,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
699,0.5,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
700,0.5,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
701,0.5,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
702,0.5,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
703,0.5,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
704,0.55,1.0250264514923098e-05,1,"[0, 0, 0, 0, 0, 0]",0
705,0.55,1.0250264514923098e-05,0,"[0, 0, 0, 0, 0, 1]",1
706,0.55,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
707,0.55,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
708,0.55,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
709,0.55,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
710,0.55,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
711,0.55,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
712,0.55,1.0250264514923098e-05,0,"[0, 0, 1, 0, 0, 0]",8
713,0.55,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
714,0.55,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
715,0.55,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
716,0.55,7.813011611938478e-06,0,"[0, 0, 1, 1, 0, 0]",12
717,0.55,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
718,0.55,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
719,0.55,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
720,0.55,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
721,0.55,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
722,0.55,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
723,0.55,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
724,0.55,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
725,0.55,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
726,0.55,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
727,0.55,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
728,0.55,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
729,0.55,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
730,0.55,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
731,0.55,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
732,0.55,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
733,0.55,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
734,0.55,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
735,0.55,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
736,0.55,1.0250264514923098e-05,2,"[1, 0, 0, 0, 0, 0]",32
737,0.55,1.0250264514923098e-05,1,"[1, 0, 0, 0, 0, 1]",33
738,0.55,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
739,0.55,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
740,0.55,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
741,0.55,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
742,0.55,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
743,0.55,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
744,0.55,1.0250264514923098e-05,1,"[1, 0, 1, 0, 0, 0]",40
745,0.55,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
746,0.55,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
747,0.55,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
748,0.55,7.813011611938478e-06,1,"[1, 0, 1, 1, 0, 0]",44
749,0.55,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
750,0.55,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
751,0.55,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
752,0.55,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
753,0.55,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
754,0.55,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
755,0.55,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
756,0.55,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
757,0.55,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
758,0.55,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
759,0.55,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
760,0.55,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
761,0.55,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
762,0.55,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
763,0.55,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
764,0.55,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
765,0.55,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
766,0.55,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
767,0.55,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
768,0.6,1.2650264514923099e-05,0,"[0, 0, 0, 0, 0, 0]",0
769,0.6,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
770,0.6,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
771,0.6,7.813011611938478e-06,0,"[0, 0, 0, 0, 1, 1]",3
772,0.6,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
773,0.6,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
774,0.6,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
775,0.6,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
776,0.6,1.0250264514923098e-05,0,"[0, 0, 1, 0, 0, 0]",8
777,0.6,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
778,0.6,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
779,0.6,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
780,0.6,5.375758708953858e-06,1,"[0, 0, 1, 1, 0, 0]",12
781,0.6,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
782,0.6,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
783,0.6,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
784,0.6,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
785,0.6,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
786,0.6,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
787,0.6,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
788,0.6,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
789,0.6,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
790,0.6,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
791,0.6,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
792,0.6,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
793,0.6,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
794,0.6,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
795,0.6,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
796,0.6,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
797,0.6,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
798,0.6,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
799,0.6,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
800,0.6,1.2650264514923099e-05,1,"[1, 0, 0, 0, 0, 0]",32
801,0.6,1.0250264514923098e-05,1,"[1, 0, 0, 0, 0, 1]",33
802,0.6,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
803,0.6,7.813011611938478e-06,1,"[1, 0, 0, 0, 1, 1]",35
804,0.6,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
805,0.6,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
806,0.6,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
807,0.6,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
808,0.6,1.0250264514923098e-05,1,"[1, 0, 1, 0, 0, 0]",40
809,0.6,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
810,0.6,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
811,0.6,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
812,0.6,5.375758708953858e-06,2,"[1, 0, 1, 1, 0, 0]",44
813,0.6,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
814,0.6,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
815,0.6,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
816,0.6,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
817,0.6,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
818,0.6,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
819,0.6,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
820,0.6,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
821,0.6,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
822,0.6,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
823,0.6,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
824,0.6,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
825,0.6,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
826,0.6,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
827,0.6,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
828,0.6,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
829,0.6,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
830,0.6,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
831,0.6,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
832,0.65,1.2650264514923099e-05,0,"[0, 0, 0, 0, 0, 0]",0
833,0.65,1.0250264514923098e-05,0,"[0, 0, 0, 0, 0, 1]",1
834,0.65,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
835,0.65,7.813011611938478e-06,0,"[0, 0, 0, 0, 1, 1]",3
836,0.65,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
837,0.65,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
838,0.65,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
839,0.65,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
840,0.65,1.0250264514923098e-05,0,"[0, 0, 1, 0, 0, 0]",8
841,0.65,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
842,0.65,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
843,0.65,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
844,0.65,5.375758708953858e-06,1,"[0, 0, 1, 1, 0, 0]",12
845,0.65,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
846,0.65,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
847,0.65,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
848,0.65,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
849,0.65,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
850,0.65,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
851,0.65,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
852,0.65,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
853,0.65,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
854,0.65,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
855,0.65,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
856,0.65,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
857,0.65,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
858,0.65,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
859,0.65,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
860,0.65,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
861,0.65,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
862,0.65,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
863,0.65,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
864,0.65,1.2650264514923099e-05,1,"[1, 0, 0, 0, 0, 0]",32
865,0.65,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
866,0.65,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
867,0.65,7.813011611938478e-06,1,"[1, 0, 0, 0, 1, 1]",35
868,0.65,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
869,0.65,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
870,0.65,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
871,0.65,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
872,0.65,1.0250264514923098e-05,1,"[1, 0, 1, 0, 0, 0]",40
873,0.65,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
874,0.65,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
875,0.65,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
876,0.65,5.375758708953858e-06,2,"[1, 0, 1, 1, 0, 0]",44
877,0.65,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
878,0.65,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
879,0.65,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
880,0.65,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
881,0.65,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
882,0.65,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
883,0.65,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
884,0.65,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
885,0.65,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
886,0.65,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
887,0.65,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
888,0.65,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
889,0.65,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
890,0.65,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
891,0.65,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
892,0.65,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
893,0.65,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
894,0.65,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
895,0.65,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
896,0.7,1.2650264514923099e-05,0,"[0, 0, 0, 0, 0, 0]",0
897,0.7,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
898,0.7,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
899,0.7,7.813011611938478e-06,0,"[0, 0, 0, 0, 1, 1]",3
900,0.7,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
901,0.7,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
902,0.7,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
903,0.7,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
904,0.7,7.850264514923097e-06,1,"[0, 0, 1, 0, 0, 0]",8
905,0.7,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
906,0.7,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
907,0.7,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
908,0.7,7.813011611938478e-06,0,"[0, 0, 1, 1, 0, 0]",12
909,0.7,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
910,0.7,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
911,0.7,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
912,0.7,1.0250264514923098e-05,0,"[0, 1, 0, 0, 0, 0]",16
913,0.7,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
914,0.7,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
915,0.7,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
916,0.7,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
917,0.7,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
918,0.7,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
919,0.7,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
920,0.7,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
921,0.7,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
922,0.7,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
923,0.7,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
924,0.7,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
925,0.7,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
926,0.7,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
927,0.7,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
928,0.7,1.2650264514923099e-05,1,"[1, 0, 0, 0, 0, 0]",32
929,0.7,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
930,0.7,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
931,0.7,7.813011611938478e-06,1,"[1, 0, 0, 0, 1, 1]",35
932,0.7,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
933,0.7,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
934,0.7,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
935,0.7,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
936,0.7,7.850264514923097e-06,2,"[1, 0, 1, 0, 0, 0]",40
937,0.7,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
938,0.7,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
939,0.7,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
940,0.7,7.813011611938478e-06,1,"[1, 0, 1, 1, 0, 0]",44
941,0.7,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
942,0.7,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
943,0.7,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
944,0.7,1.0250264514923098e-05,1,"[1, 1, 0, 0, 0, 0]",48
945,0.7,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
946,0.7,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
947,0.7,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
948,0.7,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
949,0.7,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
950,0.7,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
951,0.7,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
952,0.7,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
953,0.7,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
954,0.7,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
955,0.7,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
956,0.7,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
957,0.7,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
958,0.7,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
959,0.7,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
960,0.75,1.2650264514923099e-05,0,"[0, 0, 0, 0, 0, 0]",0
961,0.75,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
962,0.75,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
963,0.75,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
964,0.75,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
965,0.75,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
966,0.75,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
967,0.75,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
968,0.75,7.850264514923097e-06,1,"[0, 0, 1, 0, 0, 0]",8
969,0.75,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
970,0.75,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
971,0.75,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
972,0.75,5.375758708953858e-06,1,"[0, 0, 1, 1, 0, 0]",12
973,0.75,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
974,0.75,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
975,0.75,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
976,0.75,1.0250264514923098e-05,0,"[0, 1, 0, 0, 0, 0]",16
977,0.75,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
978,0.75,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
979,0.75,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
980,0.75,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
981,0.75,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
982,0.75,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
983,0.75,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
984,0.75,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
985,0.75,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
986,0.75,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
987,0.75,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
988,0.75,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
989,0.75,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
990,0.75,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
991,0.75,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
992,0.75,1.2650264514923099e-05,1,"[1, 0, 0, 0, 0, 0]",32
993,0.75,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
994,0.75,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
995,0.75,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
996,0.75,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
997,0.75,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
998,0.75,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
999,0.75,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
1000,0.75,7.850264514923097e-06,2,"[1, 0, 1, 0, 0, 0]",40
1001,0.75,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
1002,0.75,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
1003,0.75,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
1004,0.75,7.813011611938478e-06,1,"[1, 0, 1, 1, 0, 0]",44
1005,0.75,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
1006,0.75,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
1007,0.75,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
1008,0.75,1.0250264514923098e-05,1,"[1, 1, 0, 0, 0, 0]",48
1009,0.75,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
1010,0.75,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
1011,0.75,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
