,Alpha,Cost,ColdStarts,initialDecision,initialDecisionIndex
334,0.25,5.012529029846192e-07,2,"[0, 0, 1, 1, 1, 0]",14
335,0.25,5.012529029846192e-07,1,"[0, 0, 1, 1, 1, 1]",15
336,0.25,5.012529029846192e-07,4,"[0, 1, 0, 0, 0, 0]",16
337,0.25,5.012529029846192e-07,3,"[0, 1, 0, 0, 0, 1]",17
338,0.25,5.012529029846192e-07,3,"[0, 1, 0, 0, 1, 0]",18
339,0.25,5.012529029846192e-07,2,"[0, 1, 0, 0, 1, 1]",19
340,0.25,5.012529029846192e-07,3,"[0, 1, 0, 1, 0, 0]",20
341,0.25,5.012529029846192e-07,2,"[0, 1, 0, 1, 0, 1]",21
342,0.25,5.012529029846192e-07,2,"[0, 1, 0, 1, 1, 0]",22
343,0.25,5.012529029846192e-07,1,"[0, 1, 0, 1, 1, 1]",23
344,0.25,5.012529029846192e-07,3,"[0, 1, 1, 0, 0, 0]",24
345,0.25,5.012529029846192e-07,2,"[0, 1, 1, 0, 0, 1]",25
346,0.25,5.012529029846192e-07,2,"[0, 1, 1, 0, 1, 0]",26
347,0.25,5.012529029846192e-07,1,"[0, 1, 1, 0, 1, 1]",27
348,0.25,5.012529029846192e-07,2,"[0, 1, 1, 1, 0, 0]",28
349,0.25,5.012529029846192e-07,1,"[0, 1, 1, 1, 0, 1]",29
350,0.25,5.012529029846192e-07,1,"[0, 1, 1, 1, 1, 0]",30
351,0.25,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
352,0.25,5.012529029846192e-07,6,"[1, 0, 0, 0, 0, 0]",32
353,0.25,5.012529029846192e-07,5,"[1, 0, 0, 0, 0, 1]",33
354,0.25,5.012529029846192e-07,5,"[1, 0, 0, 0, 1, 0]",34
355,0.25,5.012529029846192e-07,4,"[1, 0, 0, 0, 1, 1]",35
356,0.25,5.012529029846192e-07,5,"[1, 0, 0, 1, 0, 0]",36
357,0.25,5.012529029846192e-07,4,"[1, 0, 0, 1, 0, 1]",37
358,0.25,5.012529029846192e-07,4,"[1, 0, 0, 1, 1, 0]",38
359,0.25,5.012529029846192e-07,3,"[1, 0, 0, 1, 1, 1]",39
360,0.25,5.012529029846192e-07,5,"[1, 0, 1, 0, 0, 0]",40
361,0.25,5.012529029846192e-07,4,"[1, 0, 1, 0, 0, 1]",41
362,0.25,5.012529029846192e-07,4,"[1, 0, 1, 0, 1, 0]",42
363,0.25,5.012529029846192e-07,3,"[1, 0, 1, 0, 1, 1]",43
364,0.25,5.012529029846192e-07,4,"[1, 0, 1, 1, 0, 0]",44
365,0.25,5.012529029846192e-07,3,"[1, 0, 1, 1, 0, 1]",45
366,0.25,5.012529029846192e-07,3,"[1, 0, 1, 1, 1, 0]",46
367,0.25,5.012529029846192e-07,2,"[1, 0, 1, 1, 1, 1]",47
368,0.25,5.012529029846192e-07,5,"[1, 1, 0, 0, 0, 0]",48
369,0.25,5.012529029846192e-07,4,"[1, 1, 0, 0, 0, 1]",49
370,0.25,5.012529029846192e-07,4,"[1, 1, 0, 0, 1, 0]",50
371,0.25,5.012529029846192e-07,3,"[1, 1, 0, 0, 1, 1]",51
372,0.25,5.012529029846192e-07,4,"[1, 1, 0, 1, 0, 0]",52
373,0.25,5.012529029846192e-07,3,"[1, 1, 0, 1, 0, 1]",53
374,0.25,5.012529029846192e-07,3,"[1, 1, 0, 1, 1, 0]",54
375,0.25,5.012529029846192e-07,2,"[1, 1, 0, 1, 1, 1]",55
376,0.25,5.012529029846192e-07,4,"[1, 1, 1, 0, 0, 0]",56
377,0.25,5.012529029846192e-07,3,"[1, 1, 1, 0, 0, 1]",57
378,0.25,5.012529029846192e-07,3,"[1, 1, 1, 0, 1, 0]",58
379,0.25,5.012529029846192e-07,2,"[1, 1, 1, 0, 1, 1]",59
380,0.25,5.012529029846192e-07,3,"[1, 1, 1, 1, 0, 0]",60
381,0.25,5.012529029846192e-07,2,"[1, 1, 1, 1, 0, 1]",61
382,0.25,5.012529029846192e-07,2,"[1, 1, 1, 1, 1, 0]",62
383,0.25,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
384,0.3,5.012529029846192e-07,5,"[0, 0, 0, 0, 0, 0]",0
385,0.3,5.012529029846192e-07,4,"[0, 0, 0, 0, 0, 1]",1
386,0.3,5.012529029846192e-07,4,"[0, 0, 0, 0, 1, 0]",2
387,0.3,5.012529029846192e-07,3,"[0, 0, 0, 0, 1, 1]",3
388,0.3,5.012529029846192e-07,4,"[0, 0, 0, 1, 0, 0]",4
389,0.3,5.012529029846192e-07,3,"[0, 0, 0, 1, 0, 1]",5
390,0.3,5.012529029846192e-07,3,"[0, 0, 0, 1, 1, 0]",6
391,0.3,5.012529029846192e-07,2,"[0, 0, 0, 1, 1, 1]",7
392,0.3,5.012529029846192e-07,4,"[0, 0, 1, 0, 0, 0]",8
393,0.3,5.012529029846192e-07,3,"[0, 0, 1, 0, 0, 1]",9
394,0.3,5.012529029846192e-07,3,"[0, 0, 1, 0, 1, 0]",10
395,0.3,5.012529029846192e-07,2,"[0, 0, 1, 0, 1, 1]",11
396,0.3,5.012529029846192e-07,3,"[0, 0, 1, 1, 0, 0]",12
397,0.3,5.012529029846192e-07,2,"[0, 0, 1, 1, 0, 1]",13
398,0.3,5.012529029846192e-07,2,"[0, 0, 1, 1, 1, 0]",14
399,0.3,5.012529029846192e-07,1,"[0, 0, 1, 1, 1, 1]",15
400,0.3,5.012529029846192e-07,4,"[0, 1, 0, 0, 0, 0]",16
401,0.3,5.012529029846192e-07,3,"[0, 1, 0, 0, 0, 1]",17
402,0.3,5.012529029846192e-07,3,"[0, 1, 0, 0, 1, 0]",18
403,0.3,5.012529029846192e-07,2,"[0, 1, 0, 0, 1, 1]",19
404,0.3,5.012529029846192e-07,3,"[0, 1, 0, 1, 0, 0]",20
405,0.3,5.012529029846192e-07,2,"[0, 1, 0, 1, 0, 1]",21
406,0.3,5.012529029846192e-07,2,"[0, 1, 0, 1, 1, 0]",22
407,0.3,5.012529029846192e-07,1,"[0, 1, 0, 1, 1, 1]",23
408,0.3,5.012529029846192e-07,3,"[0, 1, 1, 0, 0, 0]",24
409,0.3,5.012529029846192e-07,2,"[0, 1, 1, 0, 0, 1]",25
410,0.3,5.012529029846192e-07,2,"[0, 1, 1, 0, 1, 0]",26
411,0.3,5.012529029846192e-07,1,"[0, 1, 1, 0, 1, 1]",27
412,0.3,5.012529029846192e-07,2,"[0, 1, 1, 1, 0, 0]",28
413,0.3,5.012529029846192e-07,1,"[0, 1, 1, 1, 0, 1]",29
414,0.3,5.012529029846192e-07,1,"[0, 1, 1, 1, 1, 0]",30
415,0.3,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
416,0.3,5.012529029846192e-07,6,"[1, 0, 0, 0, 0, 0]",32
417,0.3,5.012529029846192e-07,5,"[1, 0, 0, 0, 0, 1]",33
418,0.3,5.012529029846192e-07,5,"[1, 0, 0, 0, 1, 0]",34
419,0.3,5.012529029846192e-07,4,"[1, 0, 0, 0, 1, 1]",35
420,0.3,5.012529029846192e-07,5,"[1, 0, 0, 1, 0, 0]",36
421,0.3,5.012529029846192e-07,4,"[1, 0, 0, 1, 0, 1]",37
422,0.3,5.012529029846192e-07,4,"[1, 0, 0, 1, 1, 0]",38
423,0.3,5.012529029846192e-07,3,"[1, 0, 0, 1, 1, 1]",39
424,0.3,5.012529029846192e-07,5,"[1, 0, 1, 0, 0, 0]",40
425,0.3,5.012529029846192e-07,4,"[1, 0, 1, 0, 0, 1]",41
426,0.3,5.012529029846192e-07,4,"[1, 0, 1, 0, 1, 0]",42
427,0.3,5.012529029846192e-07,3,"[1, 0, 1, 0, 1, 1]",43
428,0.3,5.012529029846192e-07,4,"[1, 0, 1, 1, 0, 0]",44
429,0.3,5.012529029846192e-07,3,"[1, 0, 1, 1, 0, 1]",45
430,0.3,5.012529029846192e-07,3,"[1, 0, 1, 1, 1, 0]",46
431,0.3,5.012529029846192e-07,2,"[1, 0, 1, 1, 1, 1]",47
432,0.3,5.012529029846192e-07,5,"[1, 1, 0, 0, 0, 0]",48
433,0.3,5.012529029846192e-07,4,"[1, 1, 0, 0, 0, 1]",49
434,0.3,5.012529029846192e-07,4,"[1, 1, 0, 0, 1, 0]",50
435,0.3,5.012529029846192e-07,3,"[1, 1, 0, 0, 1, 1]",51
436,0.3,5.012529029846192e-07,4,"[1, 1, 0, 1, 0, 0]",52
437,0.3,5.012529029846192e-07,3,"[1, 1, 0, 1, 0, 1]",53
438,0.3,5.012529029846192e-07,3,"[1, 1, 0, 1, 1, 0]",54
439,0.3,5.012529029846192e-07,2,"[1, 1, 0, 1, 1, 1]",55
440,0.3,5.012529029846192e-07,4,"[1, 1, 1, 0, 0, 0]",56
441,0.3,5.012529029846192e-07,3,"[1, 1, 1, 0, 0, 1]",57
442,0.3,5.012529029846192e-07,3,"[1, 1, 1, 0, 1, 0]",58
443,0.3,5.012529029846192e-07,2,"[1, 1, 1, 0, 1, 1]",59
444,0.3,5.012529029846192e-07,3,"[1, 1, 1, 1, 0, 0]",60
445,0.3,5.012529029846192e-07,2,"[1, 1, 1, 1, 0, 1]",61
446,0.3,5.012529029846192e-07,2,"[1, 1, 1, 1, 1, 0]",62
447,0.3,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
448,0.35,1.0250264514923098e-05,1,"[0, 0, 0, 0, 0, 0]",0
449,0.35,1.0250264514923098e-05,0,"[0, 0, 0, 0, 0, 1]",1
450,0.35,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
451,0.35,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
452,0.35,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
453,0.35,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
454,0.35,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
455,0.35,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
456,0.35,1.0250264514923098e-05,0,"[0, 0, 1, 0, 0, 0]",8
457,0.35,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
458,0.35,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
459,0.35,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
460,0.35,5.375758708953858e-06,1,"[0, 0, 1, 1, 0, 0]",12
461,0.35,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
462,0.35,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
463,0.35,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
464,0.35,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
465,0.35,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
466,0.35,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
467,0.35,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
468,0.35,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
469,0.35,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
470,0.35,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
471,0.35,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
472,0.35,5.375758708953858e-06,1,"[0, 1, 1, 0, 0, 0]",24
473,0.35,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
474,0.35,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
475,0.35,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
476,0.35,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
477,0.35,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
478,0.35,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
479,0.35,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
480,0.35,1.0250264514923098e-05,2,"[1, 0, 0, 0, 0, 0]",32
481,0.35,1.0250264514923098e-05,1,"[1, 0, 0, 0, 0, 1]",33
482,0.35,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
483,0.35,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
484,0.35,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
485,0.35,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
486,0.35,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
487,0.35,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
488,0.35,1.0250264514923098e-05,1,"[1, 0, 1, 0, 0, 0]",40
489,0.35,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
490,0.35,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
491,0.35,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
492,0.35,7.813011611938478e-06,1,"[1, 0, 1, 1, 0, 0]",44
493,0.35,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
494,0.35,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
495,0.35,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
496,0.35,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
497,0.35,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
498,0.35,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
499,0.35,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
500,0.35,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
501,0.35,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
502,0.35,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
503,0.35,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
504,0.35,5.375758708953858e-06,2,"[1, 1, 1, 0, 0, 0]",56
505,0.35,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
506,0.35,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
507,0.35,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
508,0.35,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
509,0.35,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
510,0.35,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
511,0.35,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
512,0.4,1.0250264514923098e-05,1,"[0, 0, 0, 0, 0, 0]",0
513,0.4,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
514,0.4,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
515,0.4,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
516,0.4,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
517,0.4,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
518,0.4,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
519,0.4,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
520,0.4,7.813011611938478e-06,1,"[0, 0, 1, 0, 0, 0]",8
521,0.4,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
522,0.4,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
523,0.4,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
524,0.4,7.813011611938478e-06,0,"[0, 0, 1, 1, 0, 0]",12
525,0.4,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
526,0.4,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
527,0.4,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
528,0.4,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
529,0.4,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
530,0.4,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
531,0.4,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
532,0.4,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
533,0.4,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
534,0.4,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
535,0.4,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
536,0.4,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
537,0.4,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
538,0.4,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
539,0.4,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
540,0.4,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
541,0.4,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
542,0.4,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
543,0.4,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
544,0.4,1.0250264514923098e-05,2,"[1, 0, 0, 0, 0, 0]",32
545,0.4,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
546,0.4,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
547,0.4,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
548,0.4,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
549,0.4,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
550,0.4,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
551,0.4,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
552,0.4,7.813011611938478e-06,2,"[1, 0, 1, 0, 0, 0]",40
553,0.4,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
554,0.4,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
555,0.4,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
556,0.4,5.375758708953858e-06,2,"[1, 0, 1, 1, 0, 0]",44
557,0.4,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
558,0.4,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
559,0.4,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
560,0.4,7.850264514923097e-06,2,"[1, 1, 0, 0, 0, 0]",48
561,0.4,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
562,0.4,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
563,0.4,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
564,0.4,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
565,0.4,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
566,0.4,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
567,0.4,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
568,0.4,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
569,0.4,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
570,0.4,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
571,0.4,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
572,0.4,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
573,0.4,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
574,0.4,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
575,0.4,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
576,0.45,1.2650264514923099e-05,0,"[0, 0, 0, 0, 0, 0]",0
577,0.45,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
578,0.45,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
579,0.45,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
580,0.45,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
581,0.45,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
582,0.45,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
583,0.45,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
584,0.45,7.850264514923097e-06,1,"[0, 0, 1, 0, 0, 0]",8
585,0.45,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
586,0.45,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
587,0.45,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
588,0.45,7.813011611938478e-06,0,"[0, 0, 1, 1, 0, 0]",12
589,0.45,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
590,0.45,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
591,0.45,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
592,0.45,1.0250264514923098e-05,0,"[0, 1, 0, 0, 0, 0]",16
593,0.45,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
594,0.45,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
595,0.45,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
596,0.45,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
597,0.45,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
598,0.45,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
599,0.45,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
600,0.45,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
601,0.45,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
602,0.45,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
603,0.45,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
604,0.45,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
605,0.45,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
606,0.45,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
607,0.45,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
608,0.45,1.2650264514923099e-05,1,"[1, 0, 0, 0, 0, 0]",32
609,0.45,7.850264514923097e-06,2,"[1, 0, 0, 0, 0, 1]",33
610,0.45,7.850264514923097e-06,2,"[1, 0, 0, 0, 1, 0]",34
611,0.45,5.413011611938477e-06,2,"[1, 0, 0, 0, 1, 1]",35
612,0.45,7.850264514923097e-06,2,"[1, 0, 0, 1, 0, 0]",36
613,0.45,7.850264514923097e-06,1,"[1, 0, 0, 1, 0, 1]",37
614,0.45,7.813011611938478e-06,1,"[1, 0, 0, 1, 1, 0]",38
615,0.45,5.375758708953858e-06,1,"[1, 0, 0, 1, 1, 1]",39
616,0.45,7.850264514923097e-06,2,"[1, 0, 1, 0, 0, 0]",40
617,0.45,5.413011611938477e-06,2,"[1, 0, 1, 0, 0, 1]",41
618,0.45,7.850264514923097e-06,1,"[1, 0, 1, 0, 1, 0]",42
619,0.45,5.413011611938477e-06,1,"[1, 0, 1, 0, 1, 1]",43
620,0.45,5.375758708953858e-06,2,"[1, 0, 1, 1, 0, 0]",44
621,0.45,5.413011611938477e-06,1,"[1, 0, 1, 1, 0, 1]",45
622,0.45,5.375758708953858e-06,1,"[1, 0, 1, 1, 1, 0]",46
623,0.45,2.9385058059692387e-06,1,"[1, 0, 1, 1, 1, 1]",47
624,0.45,1.0250264514923098e-05,1,"[1, 1, 0, 0, 0, 0]",48
625,0.45,7.850264514923097e-06,1,"[1, 1, 0, 0, 0, 1]",49
626,0.45,7.850264514923097e-06,1,"[1, 1, 0, 0, 1, 0]",50
627,0.45,5.413011611938477e-06,1,"[1, 1, 0, 0, 1, 1]",51
628,0.45,7.850264514923097e-06,1,"[1, 1, 0, 1, 0, 0]",52
629,0.45,5.4502645149230965e-06,1,"[1, 1, 0, 1, 0, 1]",53
630,0.45,5.413011611938477e-06,1,"[1, 1, 0, 1, 1, 0]",54
631,0.45,2.975758708953858e-06,1,"[1, 1, 0, 1, 1, 1]",55
632,0.45,7.813011611938478e-06,1,"[1, 1, 1, 0, 0, 0]",56
633,0.45,5.413011611938477e-06,1,"[1, 1, 1, 0, 0, 1]",57
634,0.45,5.413011611938477e-06,1,"[1, 1, 1, 0, 1, 0]",58
635,0.45,2.975758708953858e-06,1,"[1, 1, 1, 0, 1, 1]",59
636,0.45,5.375758708953858e-06,1,"[1, 1, 1, 1, 0, 0]",60
637,0.45,2.975758708953858e-06,1,"[1, 1, 1, 1, 0, 1]",61
638,0.45,2.9385058059692387e-06,1,"[1, 1, 1, 1, 1, 0]",62
639,0.45,5.012529029846192e-07,1,"[1, 1, 1, 1, 1, 1]",63
640,0.5,1.0250264514923098e-05,1,"[0, 0, 0, 0, 0, 0]",0
641,0.5,7.850264514923097e-06,1,"[0, 0, 0, 0, 0, 1]",1
642,0.5,7.850264514923097e-06,1,"[0, 0, 0, 0, 1, 0]",2
643,0.5,5.413011611938477e-06,1,"[0, 0, 0, 0, 1, 1]",3
644,0.5,7.850264514923097e-06,1,"[0, 0, 0, 1, 0, 0]",4
645,0.5,7.850264514923097e-06,0,"[0, 0, 0, 1, 0, 1]",5
646,0.5,7.813011611938478e-06,0,"[0, 0, 0, 1, 1, 0]",6
647,0.5,5.375758708953858e-06,0,"[0, 0, 0, 1, 1, 1]",7
648,0.5,1.0250264514923098e-05,0,"[0, 0, 1, 0, 0, 0]",8
649,0.5,5.413011611938477e-06,1,"[0, 0, 1, 0, 0, 1]",9
650,0.5,7.850264514923097e-06,0,"[0, 0, 1, 0, 1, 0]",10
651,0.5,5.413011611938477e-06,0,"[0, 0, 1, 0, 1, 1]",11
652,0.5,7.813011611938478e-06,0,"[0, 0, 1, 1, 0, 0]",12
653,0.5,5.413011611938477e-06,0,"[0, 0, 1, 1, 0, 1]",13
654,0.5,5.375758708953858e-06,0,"[0, 0, 1, 1, 1, 0]",14
655,0.5,2.9385058059692387e-06,0,"[0, 0, 1, 1, 1, 1]",15
656,0.5,7.850264514923097e-06,1,"[0, 1, 0, 0, 0, 0]",16
657,0.5,7.850264514923097e-06,0,"[0, 1, 0, 0, 0, 1]",17
658,0.5,7.850264514923097e-06,0,"[0, 1, 0, 0, 1, 0]",18
659,0.5,5.413011611938477e-06,0,"[0, 1, 0, 0, 1, 1]",19
660,0.5,7.850264514923097e-06,0,"[0, 1, 0, 1, 0, 0]",20
661,0.5,5.4502645149230965e-06,0,"[0, 1, 0, 1, 0, 1]",21
662,0.5,5.413011611938477e-06,0,"[0, 1, 0, 1, 1, 0]",22
663,0.5,2.975758708953858e-06,0,"[0, 1, 0, 1, 1, 1]",23
664,0.5,7.813011611938478e-06,0,"[0, 1, 1, 0, 0, 0]",24
665,0.5,5.413011611938477e-06,0,"[0, 1, 1, 0, 0, 1]",25
666,0.5,5.413011611938477e-06,0,"[0, 1, 1, 0, 1, 0]",26
667,0.5,2.975758708953858e-06,0,"[0, 1, 1, 0, 1, 1]",27
668,0.5,5.375758708953858e-06,0,"[0, 1, 1, 1, 0, 0]",28
669,0.5,2.975758708953858e-06,0,"[0, 1, 1, 1, 0, 1]",29
670,0.5,2.9385058059692387e-06,0,"[0, 1, 1, 1, 1, 0]",30
671,0.5,5.012529029846192e-07,0,"[0, 1, 1, 1, 1, 1]",31
672,0.5,1.0250264514923098e-05,2,"[1, 0, 0, 0, 0, 0]",32
